MAJOR;MINOR;Name;PROXIMITYUUID;MAC;geopos;register_source;UID;Standort;Geoposition;floor
30957;9503;Kontakt-SBB 30957.9503;;;(47.3781719223301|8.53783875728155|0);CALIBMAP[IOS];30957.9503;ZH;47.3781719223,8.53783875728;0
30946;46148;Kontakt-SBB 30946.46148;;;(47.377867|8.53835245991561|0);CALIBMAP[IOS];30946.46148;ZH;47.377867,8.53835245992;0
30875;31733;Kontakt-SBB 30875.31733;;;(47.3786610679612|8.53599908737864|0);CALIBMAP[IOS];30875.31733;ZH;47.378661068,8.53599908738;0
30738;37065;Kontakt-SBB 30738.37065;;;(47.3783032669903|8.53734477184466|0);CALIBMAP[IOS];30738.37065;ZH;47.378303267,8.53734477184;0
30714;47676;Kontakt-SBB 30714.47676;;;(47.3781221019417|8.53802613106796|0);CALIBMAP[IOS];30714.47676;ZH;47.3781221019,8.53802613107;0
30679;36584;Kontakt-SBB 30679.36584;;;(47.3782036262136|8.53771951941748|0);CALIBMAP[IOS];30679.36584;ZH;47.3782036262,8.53771951942;0
30421;20790;Kontakt-SBB 30421.20790;;;(47.3786808832487|8.53657141116751|0);CALIBMAP[IOS];30421.2079;ZH;47.3786808832,8.53657141117;0
30420;27150;Kontakt-SBB 30420.27150;;;(47.3782024670051|8.53834235532995|0);CALIBMAP[IOS];30420.2715;ZH;47.378202467,8.53834235533;0
30352;5099;Kontakt-SBB 30352.5099;;;(47.3779092330097|8.53882672815534|0);CALIBMAP[IOS];30352.5099;ZH;47.377909233,8.53882672816;0
30289;38714;Kontakt-SBB 30289.38714;;;(47.377799|8.5386037299578|0);CALIBMAP[IOS];30289.38714;ZH;47.377799,8.53860372996;0
30136;41996;Kontakt-SBB 30136.41996;;;(47.3789128426396|8.5357127715736|0);CALIBMAP[IOS];30136.41996;ZH;47.3789128426,8.53571277157;0
30135;34329;Kontakt-SBB 30135.34329;;;(47.3782217443182|8.53640405113636|0);CALIBMAP[IOS];30135.34329;ZH;47.3782217443,8.53640405114;0
29949;23878;Kontakt-SBB 29949.23878;;;(47.37765615625|8.53927025|0);CALIBMAP[IOS];29949.23878;ZH;47.3776561562,8.53927025;0
29897;43697;Kontakt-SBB 29897.43697;;;(47.378294928934|8.53864846700508|0);CALIBMAP[IOS];29897.43697;ZH;47.3782949289,8.53864846701;0
29787;1897;Kontakt-SBB 29787.1897;;;(47.3786132284264|8.53682184771574|0);CALIBMAP[IOS];29787.1897;ZH;47.3786132284,8.53682184772;0
29602;29829;Kontakt-SBB 29602.29829;;;(47.3787244757281|8.53576061165048|0);CALIBMAP[IOS];29602.29829;ZH;47.3787244757,8.53576061165;0
29514;20391;Kontakt-SBB 29514.20391;;;(47.3780833295455|8.53693153409091|0);CALIBMAP[IOS];29514.20391;ZH;47.3780833295,8.53693153409;0
29497;61277;Kontakt-SBB 29497.61277;;;(47.3780269902913|8.5383838446602|0);CALIBMAP[IOS];29497.61277;ZH;47.3780269903,8.53838384466;0
29143;2579;Kontakt-SBB 29143.2579;;;(47.3786973009709|8.53586281553398|0);CALIBMAP[IOS];29143.2579;ZH;47.378697301,8.53586281553;0
29019;27965;Kontakt-SBB 29019.27965;;;(47.3780548323864|8.53704013352273|0);CALIBMAP[IOS];29019.27965;ZH;47.3780548324,8.53704013352;0
29001;17139;Kontakt-SBB 29001.17139;;;(47.377767|8.53872197468355|0);CALIBMAP[IOS];29001.17139;ZH;47.377767,8.53872197468;0
28993;49043;Kontakt-SBB 28993.49043;;;(47.3786384223301|8.53608425728155|0);CALIBMAP[IOS];28993.49043;ZH;47.3786384223,8.53608425728;0
28956;54820;Kontakt-SBB 28956.54820;;;(47.3787809593909|8.53683969543147|0);CALIBMAP[IOS];28956.5482;ZH;47.3787809594,8.53683969543;0
28911;24431;Kontakt-SBB 28911.24431;;;(47.3788161928934|8.53607053807107|0);CALIBMAP[IOS];28911.24431;ZH;47.3788161929,8.53607053807;0
28827;20238;Kontakt-SBB 28827.20238;;;(47.378825857868|8.53603476142132|0);CALIBMAP[IOS];28827.20238;ZH;47.3788258579,8.53603476142;0
28649;55307;Kontakt-SBB 28649.55307;;;(47.3787871979695|8.5361778680203|0);CALIBMAP[IOS];28649.55307;ZH;47.378787198,8.53617786802;0
28647;40526;Kontakt-SBB 28647.40526;;;(47.3786808832487|8.53657141116751|0);CALIBMAP[IOS];28647.40526;ZH;47.3786808832,8.53657141117;0
28645;64164;Kontakt-SBB 28645.64164;;;(47.3783136142132|8.53793092385787|0);CALIBMAP[IOS];28645.64164;ZH;47.3783136142,8.53793092386;0
28379;17764;Kontakt-SBB 28379.17764;;;(47.378574035533|8.53760976649746|0);CALIBMAP[IOS];28379.17764;ZH;47.3785740355,8.5376097665;0
28326;33832;Kontakt-SBB 28326.33832;;;(47.378868223301|8.53708696116505|0);CALIBMAP[IOS];28326.33832;ZH;47.3788682233,8.53708696117;0
28297;28635;Kontakt-SBB 28297.28635;;;(47.3789229223301|8.53688179611651|0);CALIBMAP[IOS];28297.28635;ZH;47.3789229223,8.53688179612;0
28285;49598;Kontakt-SBB 28285.49598;;;(47.378294928934|8.53864846700508|0);CALIBMAP[IOS];28285.49598;ZH;47.3782949289,8.53864846701;0
28265;33711;Kontakt-SBB 28265.33711;;;(47.3783671116751|8.53837983756345|0);CALIBMAP[IOS];28265.33711;ZH;47.3783671117,8.53837983756;0
28228;51087;Kontakt-SBB 28228.51087;;;(47.377614375|8.539251|0);CALIBMAP[IOS];28228.51087;ZH;47.377614375,8.539251;0
27493;11778;Kontakt-SBB 27493.11778;;;(47.378294928934|8.53864846700508|0);CALIBMAP[IOS];27493.11778;ZH;47.3782949289,8.53864846701;0
27422;13770;Kontakt-SBB 27422.13770;;;(47.3778227840909|8.53792444318182|0);CALIBMAP[IOS];27422.1377;ZH;47.3778227841,8.53792444318;0
27422;26816;Kontakt-SBB 27422.26816;;;(47.3788306903553|8.53601687309645|0);CALIBMAP[IOS];27422.26816;ZH;47.3788306904,8.5360168731;0
27405;40384;Kontakt-SBB 27405.40384;;;(47.3781154822335|8.53866434517766|0);CALIBMAP[IOS];27405.40384;ZH;47.3781154822,8.53866434518;0
27401;25164;Kontakt-SBB 27401.25164;;;(47.3781734720812|8.53844968527919|0);CALIBMAP[IOS];27401.25164;ZH;47.3781734721,8.53844968528;0
27251;18445;Kontakt-SBB 27251.18445;;;(47.3781106497462|8.53868223350254|0);CALIBMAP[IOS];27251.18445;ZH;47.3781106497,8.5386822335;0
27122;1127;Kontakt-SBB 27122.1127;;;(47.3780263352273|8.53714873295455|0);CALIBMAP[IOS];27122.1127;ZH;47.3780263352,8.53714873295;0
27052;29048;Kontakt-SBB 27052.29048;;;(47.3784150964467|8.53755526903553|0);CALIBMAP[IOS];27052.29048;ZH;47.3784150964,8.53755526904;0
27049;18038;Kontakt-SBB 27049.18038;;;(47.3783909340101|8.5376447106599|0);CALIBMAP[IOS];27049.18038;ZH;47.378390934,8.53764471066;0
27007;47746;Kontakt-SBB 27007.47746;;;(47.3787968629442|8.53614209137056|0);CALIBMAP[IOS];27007.47746;ZH;47.3787968629,8.53614209137;0
26908;44138;Kontakt-SBB 26908.44138;;;(47.3778797784091|8.53770724431818|0);CALIBMAP[IOS];26908.44138;ZH;47.3778797784,8.53770724432;0
26691;4242;Kontakt-SBB 26691.4242;;;(47.3785455736041|8.53707228426396|0);CALIBMAP[IOS];26691.4242;ZH;47.3785455736,8.53707228426;0
26532;63;Kontakt-SBB 26532.63;;;(47.3785455736041|8.53707228426396|0);CALIBMAP[IOS];26532.63;ZH;47.3785455736,8.53707228426;0
26357;14055;Kontakt-SBB 26357.14055;;;(47.3793531105991|8.53710929032258|0);CALIBMAP[IOS];26357.14055;ZH;47.3793531106,8.53710929032;0
26254;11357;Kontakt-SBB 26254.11357;;;(47.3787553225806|8.53933509677419|0);CALIBMAP[IOS];26254.11357;ZH;47.3787553226,8.53933509677;0
25995;7294;Kontakt-SBB 25995.7294;;;(47.3795133870968|8.53651251612903|0);CALIBMAP[IOS];25995.7294;ZH;47.3795133871,8.53651251613;0
25958;2012;Kontakt-SBB 25958.2012;;;(47.3789693620072|8.53796399641577|0);CALIBMAP[IOS];25958.2012;ZH;47.378969362,8.53796399642;0
25827;14576;Kontakt-SBB 25827.14576;;;(47.3787293317972|8.53943187096774|0);CALIBMAP[IOS];25827.14576;ZH;47.3787293318,8.53943187097;0
25758;33733;Kontakt-SBB 25758.33733;;;(47.3789762442396|8.53851251612903|0);CALIBMAP[IOS];25758.33733;ZH;47.3789762442,8.53851251613;0
25675;15435;Kontakt-SBB 25675.15435;;;(47.3789675806452|8.53854477419355|0);CALIBMAP[IOS];25675.15435;ZH;47.3789675806,8.53854477419;0
25645;34337;Kontakt-SBB 25645.34337;;;(47.3796563364055|8.53598025806452|0);CALIBMAP[IOS];25645.34337;ZH;47.3796563364,8.53598025806;0
25620;38363;Kontakt-SBB 25620.38363;;;(47.379444078341|8.53677058064516|0);CALIBMAP[IOS];25620.38363;ZH;47.3794440783,8.53677058065;0
25608;40596;Kontakt-SBB 25608.40596;;;(47.3788982718894|8.53880283870968|0);CALIBMAP[IOS];25608.40596;ZH;47.3788982719,8.53880283871;0
25592;19051;Kontakt-SBB 25592.19051;;;(47.3791686262626|8.53669514141414|-2);CALIBMAP[IOS];25592.19051;ZH;47.3791686263,8.53669514141;-2
25577;45791;Kontakt-SBB 25577.45791;;;(47.3790323203883|8.53647146601942|0);CALIBMAP[IOS];25577.45791;ZH;47.3790323204,8.53647146602;0
25577;32324;Kontakt-SBB 25577.32324;;;(47.379079|8.536953|0);CALIBMAP[IOS];25577.32324;ZH;47.379079,8.536953;0
25505;30722;Kontakt-SBB 25505.30722;;;(47.3790343882353|8.53711831764706|0);CALIBMAP[IOS];25505.30722;ZH;47.3790343882,8.53711831765;0
25494;46234;Kontakt-SBB 25494.46234;;;(47.379075875576|8.5381415483871|0);CALIBMAP[IOS];25494.46234;ZH;47.3790758756,8.53814154839;0
25384;2853;Kontakt-SBB 25384.2853;;;(47.3788809447005|8.53886735483871|0);CALIBMAP[IOS];25384.2853;ZH;47.3788809447,8.53886735484;0
25383;53649;Kontakt-SBB 25383.53649;;;(47.3789711882353|8.53735251764706|0);CALIBMAP[IOS];25383.53649;ZH;47.3789711882,8.53735251765;0
25135;50151;Kontakt-SBB 25135.50151;;;(47.3790408673835|8.53770130824373|0);CALIBMAP[IOS];25135.50151;ZH;47.3790408674,8.53770130824;0
25025;4844;Kontakt-SBB 25025.4844;;;(47.3786477529412|8.53855107058824|0);CALIBMAP[IOS];25025.4844;ZH;47.3786477529,8.53855107059;0
24999;22474;Kontakt-SBB 24999.22474;;;(47.3794137557604|8.53688348387097|0);CALIBMAP[IOS];24999.22474;ZH;47.3794137558,8.53688348387;0
24967;46125;Kontakt-SBB 24967.46125;;;(47.3790306523297|8.53773883512545|0);CALIBMAP[IOS];24967.46125;ZH;47.3790306523,8.53773883513;0
24866;65449;Kontakt-SBB 24866.65449;;;(47.3792361520737|8.53754477419355|0);CALIBMAP[IOS];24866.65449;ZH;47.3792361521,8.53754477419;0
24844;19688;Kontakt-SBB 24844.19688;;;(47.378846781362|8.53841431899642|0);CALIBMAP[IOS];24844.19688;ZH;47.3788467814,8.538414319;0
24687;32423;Kontakt-SBB 24687.32423;;;(47.3789693620072|8.53796399641577|0);CALIBMAP[IOS];24687.32423;ZH;47.378969362,8.53796399642;0
24661;40453;Kontakt-SBB 24661.40453;;;(47.3787295411765|8.53824798823529|0);CALIBMAP[IOS];24661.40453;ZH;47.3787295412,8.53824798824;0
24651;40595;Kontakt-SBB 24651.40595;;;(47.3788636175115|8.53893187096774|0);CALIBMAP[IOS];24651.40595;ZH;47.3788636175,8.53893187097;0
24601;58975;Kontakt-SBB 24601.58975;;;(47.378447|8.539295|0);CALIBMAP[IOS];24601.58975;ZH;47.378447,8.539295;0
24567;56638;Kontakt-SBB 24567.56638;;;(47.3781967083333|8.53924754166667|0);CALIBMAP[IOS];24567.56638;ZH;47.3781967083,8.53924754167;0
24487;14120;Kontakt-SBB 24487.14120;;;(47.3781476875|8.5396390625|0);CALIBMAP[IOS];24487.1412;ZH;47.3781476875,8.5396390625;0
24468;27183;Kontakt-SBB 24468.27183;;;(47.3781218125|8.5397234375|0);CALIBMAP[IOS];24468.27183;ZH;47.3781218125,8.5397234375;0
24446;15653;Kontakt-SBB 24446.15653;;;(47.3781938730965|8.53902454822335|0);CALIBMAP[IOS];24446.15653;ZH;47.3781938731,8.53902454822;0
24317;1751;Kontakt-SBB 24317.1751;;;(47.3778870458716|8.53961818348624|0);CALIBMAP[IOS];24317.1751;ZH;47.3778870459,8.53961818349;0
24232;31509;Kontakt-SBB 24232.31509;;;(47.37784634375|8.53903796875|0);CALIBMAP[IOS];24232.31509;ZH;47.3778463438,8.53903796875;0
24187;6670;Kontakt-SBB 24187.6670;;;(47.3779001747573|8.53886079611651|0);CALIBMAP[IOS];24187.667;ZH;47.3779001748,8.53886079612;0
24107;20258;Kontakt-SBB 24107.20258;;;(47.3779318786408|8.53874155825243|0);CALIBMAP[IOS];24107.20258;ZH;47.3779318786,8.53874155825;0
24093;54974;Kontakt-SBB 24093.54974;;;(47.3780045729167|8.53913261458333|0);CALIBMAP[IOS];24093.54974;ZH;47.3780045729,8.53913261458;0
23911;1411;Kontakt-SBB 23911.1411;;;(47.37808946875|8.53982890625|0);CALIBMAP[IOS];23911.1411;ZH;47.3780894687,8.53982890625;0
23862;58848;Kontakt-SBB 23862.58848;;;(47.3778582110092|8.5397268440367|0);CALIBMAP[IOS];23862.58848;ZH;47.377858211,8.53972684404;0
23830;34371;Kontakt-SBB 23830.34371;;;(47.3775174573864|8.53908800852273|0);CALIBMAP[IOS];23830.34371;ZH;47.3775174574,8.53908800852;0
23725;47082;Kontakt-SBB 23725.47082;;;(47.3779254583333|8.53908529166667|0);CALIBMAP[IOS];23725.47082;ZH;47.3779254583,8.53908529167;0
23642;10100;Kontakt-SBB 23642.10100;;;(47.3775785227273|8.53885529545455|0);CALIBMAP[IOS];23642.101;ZH;47.3775785227,8.53885529545;0
23601;45208;Kontakt-SBB 23601.45208;;;(47.3778488901099|8.5403911978022|0);CALIBMAP[IOS];23601.45208;ZH;47.3778488901,8.5403911978;0
23597;37210;Kontakt-SBB 23597.37210;;;(47.3781986852792|8.53900663959391|0);CALIBMAP[IOS];23597.3721;ZH;47.3781986853,8.53900663959;0
23486;10110;Kontakt-SBB 23486.10110;;;(47.3778747252747|8.53916732967033|0);CALIBMAP[IOS];23486.1011;ZH;47.3778747253,8.53916732967;0
23288;56981;Kontakt-SBB 23288.56981;;;(47.3789783846154|8.53638196153846|-2);CALIBMAP[IOS];23288.56981;ZH;47.3789783846,8.53638196154;-2
23283;24031;Kontakt-SBB 23283.24031;;;(47.377622956044|8.53902425274725|0);CALIBMAP[IOS];23283.24031;ZH;47.377622956,8.53902425275;0
23102;45593;Kontakt-SBB 23102.45593;;;(47.3778705688073|8.53968027522936|0);CALIBMAP[IOS];23102.45593;ZH;47.3778705688,8.53968027523;0
23077;27949;Kontakt-SBB 23077.27949;;;(47.3784581529412|8.53925367058824|0);CALIBMAP[IOS];23077.27949;ZH;47.3784581529,8.53925367059;0
23019;58973;Kontakt-SBB 23019.58973;;;(47.3774686051136|8.53927417897727|0);CALIBMAP[IOS];23019.58973;ZH;47.3774686051,8.53927417898;0
22997;65116;Kontakt-SBB 22997.65116;;;(47.37811965625|8.53973046875|0);CALIBMAP[IOS];22997.65116;ZH;47.3781196562,8.53973046875;0
22802;911;Kontakt-SBB 22802.911;;;(47.3778808446602|8.54090225242718|0);CALIBMAP[IOS];22802.911;ZH;47.3778808447,8.54090225243;0
22747;55300;Kontakt-SBB 22747.55300;;;(47.3778170183486|8.5398820733945|0);CALIBMAP[IOS];22747.553;ZH;47.3778170183,8.53988207339;0
22568;17165;Kontakt-SBB 22568.17165;;;(47.3779465242718|8.54066239805825|0);CALIBMAP[IOS];22568.17165;ZH;47.3779465243,8.54066239806;0
22560;55909;Kontakt-SBB 22560.55909;;;(47.3778896019417|8.54087027184466|0);CALIBMAP[IOS];22560.55909;ZH;47.3778896019,8.54087027184;0
22477;55403;Kontakt-SBB 22477.55403;;;(47.3780313793103|8.53960144827586|0);CALIBMAP[IOS];22477.55403;ZH;47.3780313793,8.53960144828;0
22397;51004;Kontakt-SBB 22397.51004;;;(47.3774613736264|8.54016152747253|0);CALIBMAP[IOS];22397.51004;ZH;47.3774613736,8.54016152747;0
22123;43380;Kontakt-SBB 22123.43380;;;(47.3779249444444|8.53972102777778|0);CALIBMAP[IOS];22123.4338;ZH;47.3779249444,8.53972102778;0
22022;45763;Kontakt-SBB 22022.45763;;;(47.3776143406593|8.54025218681319|0);CALIBMAP[IOS];22022.45763;ZH;47.3776143407,8.54025218681;0
21942;15327;Kontakt-SBB 21942.15327;;;(47.3776810825688|8.54039433027523|0);CALIBMAP[IOS];21942.15327;ZH;47.3776810826,8.54039433028;0
21781;21569;Kontakt-SBB 21781.21569;;;(47.377693440367|8.54034776146789|0);CALIBMAP[IOS];21781.21569;ZH;47.3776934404,8.54034776147;0
21771;10115;Kontakt-SBB 21771.10115;;;(47.3774613736264|8.54016152747253|0);CALIBMAP[IOS];21771.10115;ZH;47.3774613736,8.54016152747;0
21762;65367;Kontakt-SBB 21762.65367;;;(47.3777593486239|8.54009939449541|0);CALIBMAP[IOS];21762.65367;ZH;47.3777593486,8.5400993945;0
21475;7068;Kontakt-SBB 21475.7068;;;(47.37804978125|8.53915965625|0);CALIBMAP[IOS];21475.7068;ZH;47.3780497812,8.53915965625;0
21098;15811;Kontakt-SBB 21098.15811;;;(47.37771071875|8.53895684375|0);CALIBMAP[IOS];21098.15811;ZH;47.3777107188,8.53895684375;0
19658;52496;Kontakt-SBB 19658.52496;;;(47.3788509494949|8.53648734343434|-2);CALIBMAP[IOS];19658.52496;ZH;47.3788509495,8.53648734343;-2
19320;49906;Kontakt-SBB 19320.49906;;;(47.3787050456853|8.53648196954315|0);CALIBMAP[IOS];19320.49906;ZH;47.3787050457,8.53648196954;0
19310;57667;Kontakt-SBB 19310.57667;;;(47.3783213834951|8.53727663592233|0);CALIBMAP[IOS];19310.57667;ZH;47.3783213835,8.53727663592;0
19295;56879;Kontakt-SBB 19295.56879;;;(47.3783861015228|8.53766259898477|0);CALIBMAP[IOS];19295.56879;ZH;47.3783861015,8.53766259898;0
19114;41724;Kontakt-SBB 19114.41724;;;(47.3780496359223|8.53829867475728|0);CALIBMAP[IOS];19114.41724;ZH;47.3780496359,8.53829867476;0
19053;18977;Kontakt-SBB 19053.18977;;;(47.3788254804469|8.53927539664805|0);CALIBMAP[IOS];19053.18977;ZH;47.3788254804,8.53927539665;0
19049;48823;Kontakt-SBB 19049.48823;;;(47.3784255533981|8.53688485436893|0);CALIBMAP[IOS];19049.48823;ZH;47.3784255534,8.53688485437;0
19028;58860;Kontakt-SBB 19028.58860;;;(47.3785025485437|8.53659527669903|0);CALIBMAP[IOS];19028.5886;ZH;47.3785025485,8.5365952767;0
19011;46353;Kontakt-SBB 19011.46353;;;(47.3782991167513|8.53798458883249|0);CALIBMAP[IOS];19011.46353;ZH;47.3782991168,8.53798458883;0
19008;50152;Kontakt-SBB 19008.50152;;;(47.3780405776699|8.53833274271845|0);CALIBMAP[IOS];19008.50152;ZH;47.3780405777,8.53833274272;0
18998;52445;Kontakt-SBB 18998.52445;;;(47.378685715736|8.53655352284264|0);CALIBMAP[IOS];18998.52445;ZH;47.3786857157,8.53655352284;0
18778;64282;Kontakt-SBB 18778.64282;;;(47.3783032669903|8.53734477184466|0);CALIBMAP[IOS];18778.64282;ZH;47.378303267,8.53734477184;0
18683;33676;Kontakt-SBB 18683.33676;;;(47.3781589746193|8.53850335025381|0);CALIBMAP[IOS];18683.33676;ZH;47.3781589746,8.53850335025;0
18663;2691;Kontakt-SBB 18663.2691;;;(47.3782072994924|8.53832446700508|0);CALIBMAP[IOS];18663.2691;ZH;47.3782072995,8.53832446701;0
18587;57999;Kontakt-SBB 18587.57999;;;(47.378679184466|8.53593095145631|0);CALIBMAP[IOS];18587.57999;ZH;47.3786791845,8.53593095146;0
18472;16683;Kontakt-SBB 18472.16683;;;(47.3789080101523|8.53573065989848|0);CALIBMAP[IOS];18472.16683;ZH;47.3789080102,8.5357306599;0
18407;44375;Kontakt-SBB 18407.44375;;;(47.3778960625|8.5376451875|0);CALIBMAP[IOS];18407.44375;ZH;47.3778960625,8.5376451875;0
18308;28737;Kontakt-SBB 18308.28737;;;(47.3779978380682|8.53725733238637|0);CALIBMAP[IOS];18308.28737;ZH;47.3779978381,8.53725733239;0
18293;43110;Kontakt-SBB 18293.43110;;;(47.3788213351955|8.53929048603352|0);CALIBMAP[IOS];18293.4311;ZH;47.3788213352,8.53929048603;0
17981;40099;Kontakt-SBB 17981.40099;;;(47.3786733846154|8.53621061538461|-2);CALIBMAP[IOS];17981.40099;ZH;47.3786733846,8.53621061538;-2
17943;48352;Kontakt-SBB 17943.48352;;;(47.3782604568528|8.53812769543147|0);CALIBMAP[IOS];17943.48352;ZH;47.3782604569,8.53812769543;0
17729;13160;Kontakt-SBB 17729.13160;;;(47.3788548527919|8.53592743147208|0);CALIBMAP[IOS];17729.1316;ZH;47.3788548528,8.53592743147;0
17548;4135;Kontakt-SBB 17548.4135;;;(47.3781583349515|8.5378898592233|0);CALIBMAP[IOS];17548.4135;ZH;47.378158335,8.53788985922;0
17440;41290;Kontakt-SBB 17440.41290;;;(47.3782624545455|8.53624890909091|0);CALIBMAP[IOS];17440.4129;ZH;47.3782624545,8.53624890909;0
17314;49984;Kontakt-SBB 17314.49984;;;(47.3788645177665|8.53589165482233|0);CALIBMAP[IOS];17314.49984;ZH;47.3788645178,8.53589165482;0
17138;1527;Kontakt-SBB 17138.1527;;;(47.3786254470588|8.53863372941177|0);CALIBMAP[IOS];17138.1527;ZH;47.3786254471,8.53863372941;0
17107;62280;Kontakt-SBB 17107.62280;;;(47.3787072352941|8.53833064705882|0);CALIBMAP[IOS];17107.6228;ZH;47.3787072353,8.53833064706;0
17106;40467;Kontakt-SBB 17106.40467;;;(47.3791384823529|8.53673257647059|0);CALIBMAP[IOS];17106.40467;ZH;47.3791384824,8.53673257647;0
17099;49730;Kontakt-SBB 17099.49730;;;(47.3788146446701|8.53671433502538|0);CALIBMAP[IOS];17099.4973;ZH;47.3788146447,8.53671433503;0
16894;938;Kontakt-SBB 16894.938;;;(47.3788820152284|8.5364636142132|0);CALIBMAP[IOS];16894.938;ZH;47.3788820152,8.53646361421;0
16739;7942;Kontakt-SBB 16739.7942;;;(47.3784032815534|8.53883086407767|0);CALIBMAP[IOS];16739.7942;ZH;47.3784032816,8.53883086408;0
16511;12165;Kontakt-SBB 16511.12165;;;(47.3786626235294|8.53849596470588|0);CALIBMAP[IOS];16511.12165;ZH;47.3786626235,8.53849596471;0
16509;1578;Kontakt-SBB 16509.1578;;;(47.3792054|8.5364846|0);CALIBMAP[IOS];16509.1578;ZH;47.3792054,8.5364846;0
16501;35019;Kontakt-SBB 16501.35019;;;(47.3789590101523|8.53617707614213|0);CALIBMAP[IOS];16501.35019;ZH;47.3789590102,8.53617707614;0
16492;6299;Kontakt-SBB 16492.6299;;;(47.3789205126904|8.53632034517766|0);CALIBMAP[IOS];16492.6299;ZH;47.3789205127,8.53632034518;0
16432;10919;Kontakt-SBB 16432.10919;;;(47.3789176751269|8.53569488324873|0);CALIBMAP[IOS];16432.10919;ZH;47.3789176751,8.53569488325;0
16391;626;Kontakt-SBB 16391.626;;;(47.3783850485437|8.53889925242718|0);CALIBMAP[IOS];16391.626;ZH;47.3783850485,8.53889925243;0
16261;11483;Kontakt-SBB 16261.11483;;;(47.3786526953405|8.53912732974911|0);CALIBMAP[IOS];16261.11483;ZH;47.3786526953,8.53912732975;0
16241;31893;Kontakt-SBB 16241.31893;;;(47.3789593883495|8.53674501941748|0);CALIBMAP[IOS];16241.31893;ZH;47.3789593883,8.53674501942;0
16173;64538;Kontakt-SBB 16173.64538;;;(47.3791013058824|8.53687034117647|0);CALIBMAP[IOS];16173.64538;ZH;47.3791013059,8.53687034118;0
16099;4049;Kontakt-SBB 16099.4049;;;(47.3783440242718|8.53905312621359|0);CALIBMAP[IOS];16099.4049;ZH;47.3783440243,8.53905312621;0
15870;33874;Kontakt-SBB 15870.33874;;;(47.3784488640777|8.53865989320388|0);CALIBMAP[IOS];15870.33874;ZH;47.3784488641,8.5386598932;0
15685;54525;Kontakt-SBB 15685.54525;;;(47.3784655882353|8.53922611764706|0);CALIBMAP[IOS];15685.54525;ZH;47.3784655882,8.53922611765;0
15656;30522;Kontakt-SBB 15656.30522;;;(47.3788670941177|8.53773825882353|0);CALIBMAP[IOS];15656.30522;ZH;47.3788670941,8.53773825882;0
15609;60258;Kontakt-SBB 15609.60258;;;(47.3790492588235|8.53706321176471|0);CALIBMAP[IOS];15609.60258;ZH;47.3790492588,8.53706321176;0
15525;16396;Kontakt-SBB 15525.16396;;;(47.3784123980583|8.53879666990291|0);CALIBMAP[IOS];15525.16396;ZH;47.3784123981,8.5387966699;0
15506;39696;Kontakt-SBB 15506.39696;;;(47.3786901505376|8.5389897311828|0);CALIBMAP[IOS];15506.39696;ZH;47.3786901505,8.53898973118;0
15450;55957;Kontakt-SBB 15450.55957;;;(47.3787718709677|8.53868951612903|0);CALIBMAP[IOS];15450.55957;ZH;47.378771871,8.53868951613;0
15328;19663;Kontakt-SBB 15328.19663;;;(47.3786700588235|8.53846841176471|0);CALIBMAP[IOS];15328.19663;ZH;47.3786700588,8.53846841176;0
15259;10247;Kontakt-SBB 15259.10247;;;(47.3790083846154|8.53624246153846|-2);CALIBMAP[IOS];15259.10247;ZH;47.3790083846,8.53624246154;-2
15100;30551;Kontakt-SBB 15100.30551;;;(47.3788454320388|8.53717244660194|0);CALIBMAP[IOS];15100.30551;ZH;47.378845432,8.5371724466;0
15085;11267;Kontakt-SBB 15085.11267;;;(47.3786403176471|8.53857862352941|0);CALIBMAP[IOS];15085.11267;ZH;47.3786403176,8.53857862353;0
14973;34767;Kontakt-SBB 14973.34767;;;(47.3786175194175|8.53802730097087|0);CALIBMAP[IOS];14973.34767;ZH;47.3786175194,8.53802730097;0
14949;47552;Kontakt-SBB 14949.47552;;;(47.3792128352941|8.53645704705882|0);CALIBMAP[IOS];14949.47552;ZH;47.3792128353,8.53645704706;0
14784;58668;Kontakt-SBB 14784.58668;;;(47.3792179283154|8.53705084229391|0);CALIBMAP[IOS];14784.58668;ZH;47.3792179283,8.53705084229;0
14722;8917;Kontakt-SBB 14722.8917;;;(47.3789637529412|8.53738007058823|0);CALIBMAP[IOS];14722.8917;ZH;47.3789637529,8.53738007059;0
14562;739;Kontakt-SBB 14562.739;;;(47.3788038941176|8.53797245882353|0);CALIBMAP[IOS];14562.739;ZH;47.3788038941,8.53797245882;0
14226;25942;Kontakt-SBB 14226.25942;;;(47.3788336352941|8.53786224705882|0);CALIBMAP[IOS];14226.25942;ZH;47.3788336353,8.53786224706;0
14201;59609;Kontakt-SBB 14201.59609;;;(47.3789823411765|8.53731118823529|0);CALIBMAP[IOS];14201.59609;ZH;47.3789823412,8.53731118824;0
14196;3334;Kontakt-SBB 14196.3334;;;(47.3795177374302|8.53675546927374|0);CALIBMAP[IOS];14196.3334;ZH;47.3795177374,8.53675546927;0
14162;64268;Kontakt-SBB 14162.64268;;;(47.3790034121864|8.53783890681004|0);CALIBMAP[IOS];14162.64268;ZH;47.3790034122,8.53783890681;0
14105;32364;Kontakt-SBB 14105.32364;;;(47.3789600352941|8.53739384705882|0);CALIBMAP[IOS];14105.32364;ZH;47.3789600353,8.53739384706;0
