"id","signal_timestamp","uuid","major","minor","service_uuid","bluetooth_address","bluetooth_name","beacon_type_code","parser_identifier","tx_power","rssi","running_average_rssi","distance","calculated_distance","beacon_id","device_id"
"6230","2022-04-08 20:40:29.607+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","41105","61029",-1,"DE:56:A9:51:E1:42","UG122",1275068949,NULL,-72,-95,"-93","3.0412930401524756",NULL,NULL,"1"
"6231","2022-04-08 20:40:30.116+00","2686f39c-bada-4658-854a-a62e7e5e8b8d","1","0",-1,"30:D4:A9:4C:D3:9E",NULL,1275068949,NULL,-45,-98,"-94.26923076923077","72.24401310976077",NULL,NULL,"1"
"6232","2022-04-08 20:40:30.116+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","45268","15745",-1,"E0:FC:AB:B9:53:3D","UG176",1275068949,NULL,-72,-78,"-81","1.504027136544423",NULL,NULL,"1"
"6233","2022-04-08 20:40:30.625+00","2686f39c-bada-4658-854a-a62e7e5e8b8d","1","0",-1,"24:28:E7:36:6D:B4",NULL,1275068949,NULL,-45,-99,"-94.57142857142857","73.85607541499981",NULL,NULL,"1"
"6234","2022-04-08 20:40:31.133+00","50765cb7-d9ea-4e21-99a4-fa879613a492","26638","39736",-1,"4C:EB:BD:D9:D1:48",NULL,1275068949,NULL,-50,-101,"-97.5","44.126620660525674",NULL,NULL,"1"
"6235","2022-04-08 20:40:31.133+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","45815","26905",-1,"D4:04:C1:AC:D7:08","UG181",1275068949,NULL,-72,-80,"-80","1.4251347349830221",NULL,NULL,"1"
"6236","2022-04-08 20:40:31.642+00","2686f39c-bada-4658-854a-a62e7e5e8b8d","1","0",-1,"22:C5:D0:6D:7B:63",NULL,1275068949,NULL,-45,-96,"-94.76","74.87764329103699",NULL,NULL,"1"
"6237","2022-04-08 20:40:32.66+00","63617065-7277-6869-7465-626561636f6e","488","12565",-1,"A4:60:11:87:49:0E",NULL,1275068949,NULL,-59,-104,"-102.5","20.08177855009664",NULL,NULL,"1"
"6238","2022-04-08 20:40:32.66+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","45815","26905",-1,"D4:04:C1:AC:D7:08","UG181",1275068949,NULL,-72,-87,"-83.5","1.7283820030740928",NULL,NULL,"1"
"6239","2022-04-08 20:40:33.173+00","2686f39c-bada-4658-854a-a62e7e5e8b8d","1","0",-1,"3A:0D:0E:39:50:9F",NULL,1275068949,NULL,-45,-103,"-95.81818181818181","80.8393227552045",NULL,NULL,"1"
"6240","2022-04-08 20:40:33.173+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","45268","15745",-1,"E0:FC:AB:B9:53:3D","UG176",1275068949,NULL,-72,-82,"-82","1.5889300490404483",NULL,NULL,"1"
"6241","2022-04-08 20:40:33.692+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","39690","61183",-1,"D7:DC:4F:26:CE:43","UG107",1275068949,NULL,-72,-96,"-96","3.656154548914359",NULL,NULL,"1"
