"id","signal_timestamp","uuid","major","minor","service_uuid","bluetooth_address","bluetooth_name","beacon_type_code","parser_identifier","tx_power","rssi","running_average_rssi","distance","calculated_distance","beacon_id","device_id"
"5239","2022-04-08 20:34:16.788+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38087","62568",-1,"D6:71:10:85:62:33","UG4",1275068949,NULL,-72,-91,"-87.5","2.1810995809465354",NULL,NULL,"1"
"5240","2022-04-08 20:34:16.788+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38082","62563",-1,"F3:E9:45:93:69:BD","UG1",1275068949,NULL,-72,-88,"-89.5","2.458420804268288",NULL,NULL,"1"
"5241","2022-04-08 20:34:16.788+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","47048","63762",-1,"DA:86:4A:7E:9D:8E","UG201",1275068949,NULL,-72,-100,"-100","4.674755440533111",NULL,NULL,"1"
"5242","2022-04-08 20:34:16.788+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38951","9185",-1,"F6:96:56:5C:49:B1","UG98",1275068949,NULL,-72,-90,"-94.5","3.334224055332304",NULL,NULL,"1"
"5243","2022-04-08 20:34:17.295+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38152","62633",-1,"FA:B6:15:28:9B:7E","UG39",1275068949,NULL,-72,-100,"-94.25","3.283449694883217",NULL,NULL,"1"
"5244","2022-04-08 20:34:17.295+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38157","62638",-1,"F8:76:4D:F7:1A:B2","UG41",1275068949,NULL,-72,-82,"-81","1.504027136544423",NULL,NULL,"1"
"5245","2022-04-08 20:34:17.295+00","f0018b9b-7509-4c31-a905-1a27d39c003c","10132","10157",-1,"CF:BF:1A:C6:84:07",NULL,1275068949,NULL,-77,-104,"-98.0909090909091","2.812827942813584",NULL,NULL,"1"
"5246","2022-04-08 20:34:17.295+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","39154","8591",-1,"F8:7D:55:C5:34:DC","UG100",1275068949,NULL,-72,-83,"-89.33333333333333","2.4338653167674877",NULL,NULL,"1"
"5247","2022-04-08 20:34:17.295+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38114","62595",-1,"FB:42:92:B3:B0:A3","UG17",1275068949,NULL,-72,-86,"-88.5","2.315102830996915",NULL,NULL,"1"
"5248","2022-04-08 20:34:17.803+00","f7826da6-4fa2-4e98-8024-bc5b71e0893e","38224","62705",-1,"EF:7B:1F:7D:B9:C2","UG80",1275068949,NULL,-72,-80,"-86","1.9964520716223102",NULL,NULL,"1"
