beacon_id;MAJOR;MINOR;Name;geopos;register_source;UID;Geoposition;floor
392;38087;62568;Kontakt-SBB 38087.62568;(47.3784374455445|8.53835183168317|-2);CALIBMAP[IOS];38087.62568;47.3784374455,8.53835183168;-2
380;38113;62594;Kontakt-SBB 38113.62594;(47.3781076938775|8.53824342857143|-2);CALIBMAP[IOS];38113.62594;47.3781076939,8.53824342857;-2
385;38102;62583;Kontakt-SBB 38102.62583;(47.3782668415842|8.53815259405941|-2);CALIBMAP[IOS];38102.62583;47.3782668416,8.53815259406;-2
