beacon_id;MAJOR;MINOR;Name;geopos;register_source;UID;Geoposition;floor
350;38164;62645;Kontakt-SBB 38164.62645;(47.3783753564356|8.53821566336634|-2);CALIBMAP[IOS];38164.62645;47.3783753564,8.53821566337;-2
358;38152;62633;Kontakt-SBB 38152.62633;(47.3788888421053|8.538697|-2);CALIBMAP[IOS];38152.62633;47.3788888421,8.538697;-2
374;38122;62603;Kontakt-SBB 38122.62603;(47.3784592475248|8.53836412871287|-2);CALIBMAP[IOS];38122.62603;47.3784592475,8.53836412871;-2
