beacon_id;MAJOR;MINOR;Name;geopos;register_source;UID;Geoposition;floor
277;40942;7467;Kontakt-SBB 40942.7467;(47.377709|8.539251|-2);CALIBMAP[IOS];40942.7467;47.377709,8.539251;-2
360;38148;62629;Kontakt-SBB 38148.62629;(47.3785815346535|8.53833549504951|-2);CALIBMAP[IOS];38148.62629;47.3785815347,8.53833549505;-2
365;38137;62618;Kontakt-SBB 38137.62618;(47.3779880196078|8.53891850980392|-2);CALIBMAP[IOS];38137.62618;47.3779880196,8.5389185098;-2
