beacon_id;MAJOR;MINOR;Name;geopos;register_source;UID;Geoposition;floor
258;42547;43143;Kontakt-SBB 42547.43143;(47.3778207045455|8.53998679545454|-1);CALIBMAP[IOS];42547.43143;47.3778207045,8.53998679545;-1
278;40940;34082;Kontakt-SBB 40940.34082;(47.3777968409091|8.54007965909091|-1);CALIBMAP[IOS];40940.34082;47.3777968409,8.54007965909;-1
292;39690;61183;Kontakt-SBB 39690.61183;(47.3779320681818|8.53955343181818|-1);CALIBMAP[IOS];39690.61183;47.3779320682,8.53955343182;-1
307;38293;18865;Kontakt-SBB 38293.18865;(47.3776568823529|8.53818893582888|-1);CALIBMAP[IOS];38293.18865;47.3776568824,8.53818893583;-1
317;38227;62708;Kontakt-SBB 38227.62708;(47.377846|8.537968|-1);CALIBMAP[IOS];38227.62708;47.377846,8.537968;-1
327;38214;62695;Kontakt-SBB 38214.62695;(47.378188375|8.541497625|-1);CALIBMAP[IOS];38214.62695;47.378188375,8.541497625;-1
329;38209;62690;Kontakt-SBB 38209.62690;(47.3786462195122|8.54079890243902|-1);CALIBMAP[IOS];38209.6269;47.3786462195,8.54079890244;-1
330;38207;62688;Kontakt-SBB 38207.62688;(47.3786584146342|8.54091792682927|-1);CALIBMAP[IOS];38207.62688;47.3786584146,8.54091792683;-1
341;38179;62660;Kontakt-SBB 38179.62660;(47.3786504878049|8.54084056097561|-1);CALIBMAP[IOS];38179.6266;47.3786504878,8.54084056098;-1
344;38175;62656;Kontakt-SBB 38175.62656;(47.3786553658537|8.54088817073171|-1);CALIBMAP[IOS];38175.62656;47.3786553659,8.54088817073;-1
369;38128;62609;Kontakt-SBB 38128.62609;(47.377846|8.537968|-1);CALIBMAP[IOS];38128.62609;47.377846,8.537968;-1
370;38127;62608;Kontakt-SBB 38127.62608;(47.3777499333333|8.53793206666667|-1);CALIBMAP[IOS];38127.62608;47.3777499333,8.53793206667;-1
378;38117;62598;Kontakt-SBB 38117.62598;(47.3776777647059|8.53810896256685|-1);CALIBMAP[IOS];38117.62598;47.3776777647,8.53810896257;-1
383;38106;62587;Kontakt-SBB 38106.62587;(47.3778023333333|8.53795166666667|-1);CALIBMAP[IOS];38106.62587;47.3778023333,8.53795166667;-1
388;38098;62579;Kontakt-SBB 38098.62579;(47.3778285333333|8.53796146666667|-1);CALIBMAP[IOS];38098.62579;47.3778285333,8.53796146667;-1
393;38084;62565;Kontakt-SBB 38084.62565;(47.3778285333333|8.53796146666667|-1);CALIBMAP[IOS];38084.62565;47.3778285333,8.53796146667;-1
394;38083;62564;Kontakt-SBB 38083.62564;(47.3778372666667|8.53796473333333|-1);CALIBMAP[IOS];38083.62564;47.3778372667,8.53796473333;-1
396;38079;62560;Kontakt-SBB 38079.62560;(47.3775691764706|8.53852482352941|-1);CALIBMAP[IOS];38079.6256;47.3775691765,8.53852482353;-1
399;38061;62542;Kontakt-SBB 38061.62542;(47.3773687058824|8.53929256684492|-1);CALIBMAP[IOS];38061.62542;47.3773687059,8.53929256684;-1
400;38060;62541;Kontakt-SBB 38060.62541;(47.377502|8.53886586666667|-1);CALIBMAP[IOS];38060.62541;47.377502,8.53886586667;-1
401;38059;62540;Kontakt-SBB 38059.62540;(47.3771709047619|8.539378|-1);CALIBMAP[IOS];38059.6254;47.3771709048,8.539378;-1
402;38057;62538;Kontakt-SBB 38057.62538;(47.3772960697674|8.53906346511628|-1);CALIBMAP[IOS];38057.62538;47.3772960698,8.53906346512;-1
404;38055;62536;Kontakt-SBB 38055.62536;(47.3775135|8.5384957|-1);CALIBMAP[IOS];38055.62536;47.3775135,8.5384957;-1
405;38054;62535;Kontakt-SBB 38054.62535;(47.3772361627907|8.53928541860465|-1);CALIBMAP[IOS];38054.62535;47.3772361628,8.5392854186;-1
406;38052;62533;Kontakt-SBB 38052.62533;(47.377352|8.53935654545455|-1);CALIBMAP[IOS];38052.62533;47.377352,8.53935654545;-1
407;38050;62531;Kontakt-SBB 38050.62531;(47.377424|8.539126|-1);CALIBMAP[IOS];38050.62531;47.377424,8.539126;-1
408;38044;62525;Kontakt-SBB 38044.62525;(47.3772728125|8.53940496875|-1);CALIBMAP[IOS];38044.62525;47.3772728125,8.53940496875;-1
409;38043;62524;Kontakt-SBB 38043.62524;(47.3774295|8.5391295|-1);CALIBMAP[IOS];38043.62524;47.3774295,8.5391295;-1
410;38042;62523;Kontakt-SBB 38042.62523;(47.3775065294118|8.53876474331551|-1);CALIBMAP[IOS];38042.62523;47.3775065294,8.53876474332;-1
412;38040;62521;Kontakt-SBB 38040.62521;(47.3773311176471|8.53943651871658|-1);CALIBMAP[IOS];38040.62521;47.3773311176,8.53943651872;-1
413;38038;62519;Kontakt-SBB 38038.62519;(47.377512|8.539182|-1);CALIBMAP[IOS];38038.62519;47.377512,8.539182;-1
414;38036;62517;Kontakt-SBB 38036.62517;(47.3771275813953|8.53968770930233|-1);CALIBMAP[IOS];38036.62517;47.3771275814,8.5396877093;-1
416;38031;62512;Kontakt-SBB 38031.62512;(47.377496|8.538862|-1);CALIBMAP[IOS];38031.62512;47.377496,8.538862;-1
417;38028;62509;Kontakt-SBB 38028.62509;(47.3769550869565|8.53989273913044|-1);CALIBMAP[IOS];38028.62509;47.376955087,8.53989273913;-1
418;38027;62508;Kontakt-SBB 38027.62508;(47.377479|8.539161|-1);CALIBMAP[IOS];38027.62508;47.377479,8.539161;-1
419;38023;62504;Kontakt-SBB 38023.62504;(47.3773979411765|8.53918060427808|-1);CALIBMAP[IOS];38023.62504;47.3773979412,8.53918060428;-1
420;38022;62503;Kontakt-SBB 38022.62503;(47.3773394705882|8.53940452941177|-1);CALIBMAP[IOS];38022.62503;47.3773394706,8.53940452941;-1
421;38021;62502;Kontakt-SBB 38021.62502;(47.3774104705882|8.53913262032086|-1);CALIBMAP[IOS];38021.62502;47.3774104706,8.53913262032;-1
422;38020;62501;Kontakt-SBB 38020.62501;(47.3772728125|8.53940496875|-1);CALIBMAP[IOS];38020.62501;47.3772728125,8.53940496875;-1
423;38015;62496;Kontakt-SBB 38015.62496;(47.377479|8.539161|-1);CALIBMAP[IOS];38015.62496;47.377479,8.539161;-1
424;38014;62495;Kontakt-SBB 38014.62495;(47.3769919411765|8.53994382352941|-1);CALIBMAP[IOS];38014.62495;47.3769919412,8.53994382353;-1
426;38012;62493;Kontakt-SBB 38012.62493;(47.377532|8.5388852|-1);CALIBMAP[IOS];38012.62493;47.377532,8.5388852;-1
427;38011;62492;Kontakt-SBB 38011.62492;(47.3772851764706|8.53961245989305|-1);CALIBMAP[IOS];38011.62492;47.3772851765,8.53961245989;-1
428;38009;62490;Kontakt-SBB 38009.62490;(47.3772977058823|8.53956447593583|-1);CALIBMAP[IOS];38009.6249;47.3772977059,8.53956447594;-1
429;38008;62489;Kontakt-SBB 38008.62489;(47.3772183529412|8.53986837433155|-1);CALIBMAP[IOS];38008.62489;47.3772183529,8.53986837433;-1
430;38006;62487;Kontakt-SBB 38006.62487;(47.3773436470588|8.53938853475936|-1);CALIBMAP[IOS];38006.62487;47.3773436471,8.53938853476;-1
431;38005;62486;Kontakt-SBB 38005.62486;(47.377457|8.539147|-1);CALIBMAP[IOS];38005.62486;47.377457,8.539147;-1
432;38003;62484;Kontakt-SBB 38003.62484;(47.3773895882353|8.53921259358289|-1);CALIBMAP[IOS];38003.62484;47.3773895882,8.53921259358;-1
434;38000;62481;Kontakt-SBB 38000.62481;(47.3769761176471|8.54079606417112|-1);CALIBMAP[IOS];38000.62481;47.3769761176,8.54079606417;-1
435;37997;62478;Kontakt-SBB 37997.62478;(47.3770345882353|8.54057213903744|-1);CALIBMAP[IOS];37997.62478;47.3770345882,8.54057213904;-1
436;37995;62476;Kontakt-SBB 37995.62476;(47.3773060588235|8.53953248663102|-1);CALIBMAP[IOS];37995.62476;47.3773060588,8.53953248663;-1
437;37992;62473;Kontakt-SBB 37992.62473;(47.3769816956522|8.53979491304348|-1);CALIBMAP[IOS];37992.62473;47.3769816957,8.53979491304;-1
438;37991;62472;Kontakt-SBB 37991.62472;(47.3772308823529|8.53982039037433|-1);CALIBMAP[IOS];37991.62472;47.3772308824,8.53982039037;-1
439;37988;62469;Kontakt-SBB 37988.62469;(47.3772475882353|8.53975641176471|-1);CALIBMAP[IOS];37988.62469;47.3772475882,8.53975641176;-1
440;37987;56619;Kontakt-SBB 37987.56619;(47.3769861304348|8.53977860869566|-1);CALIBMAP[IOS];37987.56619;47.3769861304,8.5397786087;-1
441;37986;62467;Kontakt-SBB 37986.62467;(47.3768618888889|8.54010766666667|-1);CALIBMAP[IOS];37986.62467;47.3768618889,8.54010766667;-1
442;37985;62466;Kontakt-SBB 37985.62466;(47.3769878235294|8.53995947058824|-1);CALIBMAP[IOS];37985.62466;47.3769878235,8.53995947059;-1
443;37984;62465;Kontakt-SBB 37984.62465;(47.3771473529412|8.54014028342246|-1);CALIBMAP[IOS];37984.62465;47.3771473529,8.54014028342;-1
444;37981;62462;Kontakt-SBB 37981.62462;(47.377154047619|8.539438|-1);CALIBMAP[IOS];37981.62462;47.3771540476,8.539438;-1
445;37976;62457;Kontakt-SBB 37976.62457;(47.3769427058824|8.54092402139038|-1);CALIBMAP[IOS];37976.62457;47.3769427059,8.54092402139;-1
446;37975;62456;Kontakt-SBB 37975.62456;(47.3772684705882|8.53967643850267|-1);CALIBMAP[IOS];37975.62456;47.3772684706,8.5396764385;-1
447;37973;62454;Kontakt-SBB 37973.62454;(47.377139|8.54017227272727|-1);CALIBMAP[IOS];37973.62454;47.377139,8.54017227273;-1
456;37960;62441;Kontakt-SBB 37960.62441;(47.3771582619048|8.539423|-1);CALIBMAP[IOS];37960.62441;47.3771582619,8.539423;-1
480;33300;24612;Kontakt-SBB 33300.24612;(47.3780181111111|8.53999511111111|-1);CALIBMAP[IOS];33300.24612;47.3780181111,8.53999511111;-1
481;33260;38978;Kontakt-SBB 33260.38978;(47.3778485454545|8.53987845454546|-1);CALIBMAP[IOS];33260.38978;47.3778485455,8.53987845455;-1
485;32760;42063;Kontakt-SBB 32760.42063;(47.3781139333333|8.53965533333333|-1);CALIBMAP[IOS];32760.42063;47.3781139333,8.53965533333;-1
486;32738;16399;Kontakt-SBB 32738.16399;(47.3779921578947|8.53953384210526|-1);CALIBMAP[IOS];32738.16399;47.3779921579,8.53953384211;-1
487;32551;39628;Kontakt-SBB 32551.39628;(47.3778445681818|8.53989393181818|-1);CALIBMAP[IOS];32551.39628;47.3778445682,8.53989393182;-1
492;32199;52403;Kontakt-SBB 32199.52403;(47.3778525227273|8.53986297727273|-1);CALIBMAP[IOS];32199.52403;47.3778525227,8.53986297727;-1
