beacon_id;MAJOR;MINOR;Name;geopos;register_source;UID;Geoposition;floor
372;38124;62605;Kontakt-SBB 38124.62605;(47.3788962277228|8.5385183960396|-2);CALIBMAP[IOS];38124.62605;47.3788962277,8.53851839604;-2
373;38123;62604;Kontakt-SBB 38123.62604;(47.3779738514852|8.53798230693069|-2);CALIBMAP[IOS];38123.62604;47.3779738515,8.53798230693;-2
374;38122;62603;Kontakt-SBB 38122.62603;(47.3784592475248|8.53836412871287|-2);CALIBMAP[IOS];38122.62603;47.3784592475,8.53836412871;-2
375;38121;62602;Kontakt-SBB 38121.62602;(47.378681|8.5396055|-2);CALIBMAP[IOS];38121.62602;47.378681,8.5396055;-2
376;38120;62601;Kontakt-SBB 38120.62601;(47.3786144090909|8.5400215|-2);CALIBMAP[IOS];38120.62601;47.3786144091,8.5400215;-2
377;38119;62600;Kontakt-SBB 38119.62600;(47.3782739306931|8.53825960396039|-2);CALIBMAP[IOS];38119.626;47.3782739307,8.53825960396;-2
379;38114;62595;Kontakt-SBB 38114.62595;(47.378263029703|8.53825345544554|-2);CALIBMAP[IOS];38114.62595;47.3782630297,8.53825345545;-2
380;38113;62594;Kontakt-SBB 38113.62594;(47.3781076938775|8.53824342857143|-2);CALIBMAP[IOS];38113.62594;47.3781076939,8.53824342857;-2
381;38112;62593;Kontakt-SBB 38112.62593;(47.3787518636364|8.53949616666667|-2);CALIBMAP[IOS];38112.62593;47.3787518636,8.53949616667;-2
382;38109;62590;Kontakt-SBB 38109.62590;(47.3789613366337|8.53855623762376|-2);CALIBMAP[IOS];38109.6259;47.3789613366,8.53855623762;-2
384;38105;62586;Kontakt-SBB 38105.62586;(47.3789283529412|8.53868389705882|-2);CALIBMAP[IOS];38105.62586;47.3789283529,8.53868389706;-2
385;38102;62583;Kontakt-SBB 38102.62583;(47.3782668415842|8.53815259405941|-2);CALIBMAP[IOS];38102.62583;47.3782668416,8.53815259406;-2
387;38099;62580;Kontakt-SBB 38099.62580;(47.3782521287129|8.53824730693069|-2);CALIBMAP[IOS];38099.6258;47.3782521287,8.53824730693;-2
389;38097;62578;Kontakt-SBB 38097.62578;(47.3779365714286|8.53907769387755|-2);CALIBMAP[IOS];38097.62578;47.3779365714,8.53907769388;-2
390;38092;62573;Kontakt-SBB 38092.62573;(47.3780560204082|8.53842857142857|-2);CALIBMAP[IOS];38092.62573;47.3780560204,8.53842857143;-2
391;38091;62572;Kontakt-SBB 38091.62572;(47.3789396336634|8.53854362376238|-2);CALIBMAP[IOS];38091.62572;47.3789396337,8.53854362376;-2
392;38087;62568;Kontakt-SBB 38087.62568;(47.3784374455445|8.53835183168317|-2);CALIBMAP[IOS];38087.62568;47.3784374455,8.53835183168;-2
395;38082;62563;Kontakt-SBB 38082.62563;(47.3787644752475|8.53853628712871|-2);CALIBMAP[IOS];38082.62563;47.3787644752,8.53853628713;-2
398;38063;62544;Kontakt-SBB 38063.62544;(47.37776135|8.5391178|-2);CALIBMAP[IOS];38063.62544;47.37776135,8.5391178;-2
403;38056;62537;Kontakt-SBB 38056.62537;(47.3777788571429|8.53897818367347|-2);CALIBMAP[IOS];38056.62537;47.3777788571,8.53897818367;-2
458;34625;28627;Kontakt-SBB 34625.28627;(47.3793908297872|8.53639714893617|-2);CALIBMAP[IOS];34625.28627;47.3793908298,8.53639714894;-2
459;34536;27297;Kontakt-SBB 34536.27297;(47.3788680909091|8.53560272727273|-2);CALIBMAP[IOS];34536.27297;47.3788680909,8.53560272727;-2
460;34497;6722;Kontakt-SBB 34497.6722;(47.3788432580645|8.53540903225806|-2);CALIBMAP[IOS];34497.6722;47.3788432581,8.53540903226;-2
461;34433;16354;Kontakt-SBB 34433.16354;(47.3788128181818|8.53581654545454|-2);CALIBMAP[IOS];34433.16354;47.3788128182,8.53581654545;-2
462;34273;55921;Kontakt-SBB 34273.55921;(47.3789026363636|8.53546909090909|-2);CALIBMAP[IOS];34273.55921;47.3789026364,8.53546909091;-2
463;34264;28162;Kontakt-SBB 34264.28162;(47.3794226521739|8.53686769565218|-2);CALIBMAP[IOS];34264.28162;47.3794226522,8.53686769565;-2
464;34225;29375;Kontakt-SBB 34225.29375;(47.3788300909091|8.53574972727273|-2);CALIBMAP[IOS];34225.29375;47.3788300909,8.53574972727;-2
466;34216;51987;Kontakt-SBB 34216.51987;(47.3789625656566|8.53656035353536|-2);CALIBMAP[IOS];34216.51987;47.3789625657,8.53656035354;-2
467;34213;40759;Kontakt-SBB 34213.40759;(47.3789592352941|8.5354949117647|-2);CALIBMAP[IOS];34213.40759;47.3789592353,8.53549491176;-2
468;34175;19684;Kontakt-SBB 34175.19684;(47.3792458989899|8.53674568686869|-2);CALIBMAP[IOS];34175.19684;47.379245899,8.53674568687;-2
469;34081;12906;Kontakt-SBB 34081.12906;(47.3786795151515|8.53579245454545|-2);CALIBMAP[IOS];34081.12906;47.3786795152,8.53579245455;-2
470;33927;59256;Kontakt-SBB 33927.59256;(47.3788623529412|8.53584511764706|-2);CALIBMAP[IOS];33927.59256;47.3788623529,8.53584511765;-2
471;33850;26914;Kontakt-SBB 33850.26914;(47.3785977446809|8.53591072340426|-2);CALIBMAP[IOS];33850.26914;47.3785977447,8.5359107234;-2
472;33734;27516;Kontakt-SBB 33734.27516;(47.3786448888889|8.53635255555556|-2);CALIBMAP[IOS];33734.27516;47.3786448889,8.53635255556;-2
473;33724;51854;Kontakt-SBB 33724.51854;(47.3784825555556|8.53609077777778|-2);CALIBMAP[IOS];33724.51854;47.3784825556,8.53609077778;-2
474;33700;7238;Kontakt-SBB 33700.7238;(47.3786424255319|8.53593812765958|-2);CALIBMAP[IOS];33700.7238;47.3786424255,8.53593812766;-2
475;33638;36472;Kontakt-SBB 33638.36472;(47.3785933737374|8.53631885858586|-2);CALIBMAP[IOS];33638.36472;47.3785933737,8.53631885859;-2
476;33587;7566;Kontakt-SBB 33587.7566;(47.3788059090909|8.53584327272727|-2);CALIBMAP[IOS];33587.7566;47.3788059091,8.53584327273;-2
477;33513;33138;Kontakt-SBB 33513.33138;(47.3790226666667|8.53659966666667|-2);CALIBMAP[IOS];33513.33138;47.3790226667,8.53659966667;-2
478;33384;5821;Kontakt-SBB 33384.5821;(47.3779289047619|8.53983476190476|-2);CALIBMAP[IOS];33384.5821;47.3779289048,8.5398347619;-2
479;33374;44935;Kontakt-SBB 33374.44935;(47.3781126|8.53964623333333|-2);CALIBMAP[IOS];33374.44935;47.3781126,8.53964623333;-2
482;33225;4658;Kontakt-SBB 33225.4658;(47.3779773|8.54012528333334|-2);CALIBMAP[IOS];33225.4658;47.3779773,8.54012528333;-2
483;32957;53041;Kontakt-SBB 32957.53041;(47.3778476153846|8.54010592307692|-2);CALIBMAP[IOS];32957.53041;47.3778476154,8.54010592308;-2
484;32943;17336;Kontakt-SBB 32943.17336;(47.3780429|8.53989301666667|-2);CALIBMAP[IOS];32943.17336;47.3780429,8.53989301667;-2
488;32524;60572;Kontakt-SBB 32524.60572;(47.3789196363636|8.53653227272727|-2);CALIBMAP[IOS];32524.60572;47.3789196364,8.53653227273;-2
489;32408;7211;Kontakt-SBB 32408.7211;(47.3778793|8.53984095|-2);CALIBMAP[IOS];32408.7211;47.3778793,8.53984095;-2
490;32318;5450;Kontakt-SBB 32318.5450;(47.378065125|8.539623|-2);CALIBMAP[IOS];32318.545;47.378065125,8.539623;-2
491;32253;61524;Kontakt-SBB 32253.61524;(47.3780461666667|8.53968966666667|-2);CALIBMAP[IOS];32253.61524;47.3780461667,8.53968966667;-2
569;25592;19051;Kontakt-SBB 25592.19051;(47.3791686262626|8.53669514141414|-2);CALIBMAP[IOS];25592.19051;47.3791686263,8.53669514141;-2
603;23288;56981;Kontakt-SBB 23288.56981;(47.3789783846154|8.53638196153846|-2);CALIBMAP[IOS];23288.56981;47.3789783846,8.53638196154;-2
623;19658;52496;Kontakt-SBB 19658.52496;(47.3788509494949|8.53648734343434|-2);CALIBMAP[IOS];19658.52496;47.3788509495,8.53648734343;-2
642;17981;40099;Kontakt-SBB 17981.40099;(47.3786733846154|8.53621061538461|-2);CALIBMAP[IOS];17981.40099;47.3786733846,8.53621061538;-2
672;15259;10247;Kontakt-SBB 15259.10247;(47.3790083846154|8.53624246153846|-2);CALIBMAP[IOS];15259.10247;47.3790083846,8.53624246154;-2
704;12129;47737;Kontakt-SBB 12129.47737;(47.3785439333333|8.53616722222222|-2);CALIBMAP[IOS];12129.47737;47.3785439333,8.53616722222;-2
716;10792;58560;Kontakt-SBB 10792.58560;(47.3789899230769|8.53632830769231|-2);CALIBMAP[IOS];10792.5856;47.3789899231,8.53632830769;-2
726;9831;1074;Kontakt-SBB 9831.1074;(47.378541893617|8.53587646808511|-2);CALIBMAP[IOS];9831.1074;47.3785418936,8.53587646809;-2
729;7323;21673;Kontakt-SBB 7323.21673;(47.3791995|8.53656166666667|-2);CALIBMAP[IOS];7323.21673;47.3791995,8.53656166667;-2
733;4479;43790;Kontakt-SBB 4479.43790;(47.3791643076923|8.53634719230769|-2);CALIBMAP[IOS];4479.4379;47.3791643077,8.53634719231;-2
