beacon_id;MAJOR;MINOR;Name;geopos;register_source;UID;Geoposition;floor
143;53161;25061;Kontakt-SBB 53161.25061;(47.3785260877193|8.53953729824562|-2);CALIBMAP[IOS];53161.25061;47.3785260877,8.53953729825;-2
144;53101;10313;Kontakt-SBB 53101.10313;(47.3786058181818|8.54005433333333|-2);CALIBMAP[IOS];53101.10313;47.3786058182,8.54005433333;-2
146;52825;43967;Kontakt-SBB 52825.43967;(47.3785434285714|8.539831|-2);CALIBMAP[IOS];52825.43967;47.3785434286,8.539831;-2
149;52481;16573;Kontakt-SBB 52481.16573;(47.3783829405941|8.53832108910891|-2);CALIBMAP[IOS];52481.16573;47.3783829406,8.53832108911;-2
150;52480;24851;Kontakt-SBB 52480.24851;(47.378777|8.539629|-2);CALIBMAP[IOS];52480.24851;47.378777,8.539629;-2
152;52386;18437;Kontakt-SBB 52386.18437;(47.378841970297|8.53848686138614|-2);CALIBMAP[IOS];52386.18437;47.3788419703,8.53848686139;-2
153;52301;42919;Kontakt-SBB 52301.42919;(47.3785317352941|8.54016163970588|-2);CALIBMAP[IOS];52301.42919;47.3785317353,8.54016163971;-2
154;52250;31338;Kontakt-SBB 52250.31338;(47.378496364486|8.54071352336449|-2);CALIBMAP[IOS];52250.31338;47.3784963645,8.54071352336;-2
155;51830;27130;Kontakt-SBB 51830.27130;(47.3789368080808|8.53654350505051|-2);CALIBMAP[IOS];51830.2713;47.3789368081,8.53654350505;-2
160;49545;8241;Kontakt-SBB 49545.8241;(47.3778337058823|8.53908605882353|-2);CALIBMAP[IOS];49545.8241;47.3778337059,8.53908605882;-2
164;49098;54279;Kontakt-SBB 49098.54279;(47.3779022857143|8.53905606122449|-2);CALIBMAP[IOS];49098.54279;47.3779022857,8.53905606122;-2
165;49021;45587;Kontakt-SBB 49021.45587;(47.3776945588235|8.53899608823529|-2);CALIBMAP[IOS];49021.45587;47.3776945588,8.53899608824;-2
166;48843;40349;Kontakt-SBB 48843.40349;(47.377753|8.53921285714286|-2);CALIBMAP[IOS];48843.40349;47.377753,8.53921285714;-2
168;48740;59067;Kontakt-SBB 48740.59067;(47.3779835882353|8.53893329411765|-2);CALIBMAP[IOS];48740.59067;47.3779835882,8.53893329412;-2
169;48723;47696;Kontakt-SBB 48723.47696;(47.3777857142857|8.53898251020408|-2);CALIBMAP[IOS];48723.47696;47.3777857143,8.5389825102;-2
171;48686;50819;Kontakt-SBB 48686.50819;(47.3776485714286|8.53889597959184|-2);CALIBMAP[IOS];48686.50819;47.3776485714,8.53889597959;-2
172;48681;12314;Kontakt-SBB 48681.12314;(47.37774165|8.5391062|-2);CALIBMAP[IOS];48681.12314;47.37774165,8.5391062;-2
174;48217;45740;Kontakt-SBB 48217.45740;(47.3777238529412|8.53901502941176|-2);CALIBMAP[IOS];48217.4574;47.3777238529,8.53901502941;-2
175;48176;54846;Kontakt-SBB 48176.54846;(47.3777445714286|8.53895655102041|-2);CALIBMAP[IOS];48176.54846;47.3777445714,8.53895655102;-2
176;48088;48542;Kontakt-SBB 48088.48542;(47.3786878181818|8.53638063636364|-2);CALIBMAP[IOS];48088.48542;47.3786878182,8.53638063636;-2
177;47881;23844;Kontakt-SBB 47881.23844;(47.3776500714286|8.53922278571429|-2);CALIBMAP[IOS];47881.23844;47.3776500714,8.53922278571;-2
178;47801;57417;Kontakt-SBB 47801.57417;(47.377721|8.53919976923077|-2);CALIBMAP[IOS];47801.57417;47.377721,8.53919976923;-2
179;47767;40385;Kontakt-SBB 47767.40385;(47.377916|8.53906471428571|-2);CALIBMAP[IOS];47767.40385;47.377916,8.53906471429;-2
180;47752;45631;Kontakt-SBB 47752.45631;(47.37772195|8.5390946|-2);CALIBMAP[IOS];47752.45631;47.37772195,8.5390946;-2
181;47656;59513;Kontakt-SBB 47656.59513;(47.3779136538462|8.53829115384615|-2);CALIBMAP[IOS];47656.59513;47.3779136538,8.53829115385;-2
182;47635;46487;Kontakt-SBB 47635.46487;(47.378088|8.53973333333333|-2);CALIBMAP[IOS];47635.46487;47.378088,8.53973333333;-2
183;47444;34673;Kontakt-SBB 47444.34673;(47.3780947755102|8.53828971428572|-2);CALIBMAP[IOS];47444.34673;47.3780947755,8.53828971429;-2
184;47380;29787;Kontakt-SBB 47380.29787;(47.3778106|8.5391468|-2);CALIBMAP[IOS];47380.29787;47.3778106,8.5391468;-2
186;47316;2886;Kontakt-SBB 47316.2886;(47.377723|8.53919123076923|-2);CALIBMAP[IOS];47316.2886;47.377723,8.53919123077;-2
187;47285;11523;Kontakt-SBB 47285.11523;(47.3777788571429|8.53897818367347|-2);CALIBMAP[IOS];47285.11523;47.3777788571,8.53897818367;-2
188;47184;32966;Kontakt-SBB 47184.32966;(47.3777854807692|8.53874423076923|-2);CALIBMAP[IOS];47184.32966;47.3777854808,8.53874423077;-2
189;47124;27958;Kontakt-SBB 47124.27958;(47.37782045|8.5391526|-2);CALIBMAP[IOS];47124.27958;47.37782045,8.5391526;-2
190;47066;15068;Kontakt-SBB 47066.15068;(47.3778337142857|8.53901279591837|-2);CALIBMAP[IOS];47066.15068;47.3778337143,8.53901279592;-2
191;47048;63762;Kontakt-SBB 47048.63762;(47.3777515|8.539112|-2);CALIBMAP[IOS];47048.63762;47.3777515,8.539112;-2
192;46996;38752;Kontakt-SBB 46996.38752;(47.3778748571429|8.53903875510204|-2);CALIBMAP[IOS];46996.38752;47.3778748571,8.5390387551;-2
194;46919;4164;Kontakt-SBB 46919.4164;(47.3777531470588|8.53903397058824|-2);CALIBMAP[IOS];46919.4164;47.3777531471,8.53903397059;-2
195;46871;19400;Kontakt-SBB 46871.19400;(47.3778062857143|8.53899548979592|-2);CALIBMAP[IOS];46871.194;47.3778062857,8.5389954898;-2
197;46691;63061;Kontakt-SBB 46691.63061;(47.3777171428571|8.53893924489796|-2);CALIBMAP[IOS];46691.63061;47.3777171429,8.5389392449;-2
199;46443;43771;Kontakt-SBB 46443.43771;(47.3779022857143|8.53905606122449|-2);CALIBMAP[IOS];46443.43771;47.3779022857,8.53905606122;-2
200;46395;32394;Kontakt-SBB 46395.32394;(47.37766285|8.5390598|-2);CALIBMAP[IOS];46395.32394;47.37766285,8.5390598;-2
201;46304;52391;Kontakt-SBB 46304.52391;(47.378110625|8.539463|-2);CALIBMAP[IOS];46304.52391;47.378110625,8.539463;-2
202;46287;12113;Kontakt-SBB 46287.12113;(47.3776965714286|8.53892626530612|-2);CALIBMAP[IOS];46287.12113;47.3776965714,8.53892626531;-2
203;46238;47557;Kontakt-SBB 46238.47557;(47.3777092058824|8.53900555882353|-2);CALIBMAP[IOS];46238.47557;47.3777092059,8.53900555882;-2
204;46205;48892;Kontakt-SBB 46205.48892;(47.3778476153846|8.54010592307692|-2);CALIBMAP[IOS];46205.48892;47.3778476154,8.54010592308;-2
207;45988;40746;Kontakt-SBB 45988.40746;(47.3777909|8.5391352|-2);CALIBMAP[IOS];45988.40746;47.3777909,8.5391352;-2
208;45973;54405;Kontakt-SBB 45973.54405;(47.3779612|8.5395298|-2);CALIBMAP[IOS];45973.54405;47.3779612,8.5395298;-2
209;45886;36079;Kontakt-SBB 45886.36079;(47.3780921|8.53971881666667|-2);CALIBMAP[IOS];45886.36079;47.3780921,8.53971881667;-2
211;45815;26905;Kontakt-SBB 45815.26905;(47.3780527272727|8.53940009090909|-2);CALIBMAP[IOS];45815.26905;47.3780527273,8.53940009091;-2
213;45672;61072;Kontakt-SBB 45672.61072;(47.3779702941176|8.53897764705882|-2);CALIBMAP[IOS];45672.61072;47.3779702941,8.53897764706;-2
214;45581;32300;Kontakt-SBB 45581.32300;(47.3780839|8.53974785|-2);CALIBMAP[IOS];45581.323;47.3780839,8.53974785;-2
215;45428;59339;Kontakt-SBB 45428.59339;(47.3778602307692|8.54008684615384|-2);CALIBMAP[IOS];45428.59339;47.3778602308,8.54008684615;-2
217;45268;15745;Kontakt-SBB 45268.15745;(47.3779105|8.53972241666667|-2);CALIBMAP[IOS];45268.15745;47.3779105,8.53972241667;-2
218;45142;1846;Kontakt-SBB 45142.1846;(47.37770225|8.539083|-2);CALIBMAP[IOS];45142.1846;47.37770225,8.539083;-2
220;44995;29401;Kontakt-SBB 44995.29401;(47.3778117352941|8.53907185294118|-2);CALIBMAP[IOS];44995.29401;47.3778117353,8.53907185294;-2
221;44897;33699;Kontakt-SBB 44897.33699;(47.3780407647059|8.53923882352941|-2);CALIBMAP[IOS];44897.33699;47.3780407647,8.53923882353;-2
222;44868;29534;Kontakt-SBB 44868.29534;(47.3786358863636|8.53993941666667|-2);CALIBMAP[IOS];44868.29534;47.3786358864,8.53993941667;-2
223;44821;39128;Kontakt-SBB 44821.39128;(47.3776622857143|8.53890463265306|-2);CALIBMAP[IOS];44821.39128;47.3776622857,8.53890463265;-2
224;44576;45480;Kontakt-SBB 44576.45480;(47.3777970882353|8.53906238235294|-2);CALIBMAP[IOS];44576.4548;47.3777970882,8.53906238235;-2
226;44472;52655;Kontakt-SBB 44472.52655;(47.3778748571429|8.53903875510204|-2);CALIBMAP[IOS];44472.52655;47.3778748571,8.5390387551;-2
227;44453;7877;Kontakt-SBB 44453.7877;(47.3778678571429|8.53891362857143|-2);CALIBMAP[IOS];44453.7877;47.3778678571,8.53891362857;-2
228;44414;59340;Kontakt-SBB 44414.59340;(47.37774165|8.5391062|-2);CALIBMAP[IOS];44414.5934;47.37774165,8.5391062;-2
229;44297;10442;Kontakt-SBB 44297.10442;(47.3780553636364|8.53939054545455|-2);CALIBMAP[IOS];44297.10442;47.3780553636,8.53939054545;-2
230;44288;24711;Kontakt-SBB 44288.24711;(47.3789196363636|8.53653227272727|-2);CALIBMAP[IOS];44288.24711;47.3789196364,8.53653227273;-2
231;44219;34136;Kontakt-SBB 44219.34136;(47.37782|8.53900414285714|-2);CALIBMAP[IOS];44219.34136;47.37782,8.53900414286;-2
232;44073;7303;Kontakt-SBB 44073.7303;(47.3779107142857|8.53875905714286|-2);CALIBMAP[IOS];44073.7303;47.3779107143,8.53875905714;-2
233;44026;12256;Kontakt-SBB 44026.12256;(47.3779790952381|8.53967123809524|-2);CALIBMAP[IOS];44026.12256;47.3779790952,8.5396712381;-2
234;43927;64050;Kontakt-SBB 43927.64050;(47.3783122982456|8.53941161403509|-2);CALIBMAP[IOS];43927.6405;47.3783122982,8.53941161404;-2
235;43889;30176;Kontakt-SBB 43889.30176;(47.3778106|8.5391468|-2);CALIBMAP[IOS];43889.30176;47.3778106,8.5391468;-2
237;43820;59228;Kontakt-SBB 43820.59228;(47.3779297142857|8.53907336734694|-2);CALIBMAP[IOS];43820.59228;47.3779297143,8.53907336735;-2
239;43718;55839;Kontakt-SBB 43718.55839;(47.3785498421053|8.53955126315789|-2);CALIBMAP[IOS];43718.55839;47.3785498421,8.53955126316;-2
240;43636;10287;Kontakt-SBB 43636.10287;(47.3781030416667|8.53948966666667|-2);CALIBMAP[IOS];43636.10287;47.3781030417,8.53948966667;-2
241;43627;22469;Kontakt-SBB 43627.22469;(47.377885|8.5388518|-2);CALIBMAP[IOS];43627.22469;47.377885,8.5388518;-2
242;43584;17339;Kontakt-SBB 43584.17339;(47.3786475555556|8.53949822222222|-2);CALIBMAP[IOS];43584.17339;47.3786475556,8.53949822222;-2
243;43529;56586;Kontakt-SBB 43529.56586;(47.3782410350877|8.53936971929825|-2);CALIBMAP[IOS];43529.56586;47.3782410351,8.5393697193;-2
244;43420;14206;Kontakt-SBB 43420.14206;(47.3780448181818|8.53942872727273|-2);CALIBMAP[IOS];43420.14206;47.3780448182,8.53942872727;-2
245;43320;17994;Kontakt-SBB 43320.17994;(47.3780727083333|8.53959633333333|-2);CALIBMAP[IOS];43320.17994;47.3780727083,8.53959633333;-2
246;43284;43042;Kontakt-SBB 43284.43042;(47.3781460093458|8.54051675700935|-2);CALIBMAP[IOS];43284.43042;47.3781460093,8.54051675701;-2
248;43083;326;Kontakt-SBB 43083.326;(47.3781460093458|8.54051675700935|-2);CALIBMAP[IOS];43083.326;47.3781460093,8.54051675701;-2
249;42992;20040;Kontakt-SBB 42992.20040;(47.3784165882353|8.54059066176471|-2);CALIBMAP[IOS];42992.2004;47.3784165882,8.54059066176;-2
250;42963;50418;Kontakt-SBB 42963.50418;(47.3779281|8.54029948333334|-2);CALIBMAP[IOS];42963.50418;47.3779281,8.54029948333;-2
251;42922;33301;Kontakt-SBB 42922.33301;(47.3781141588785|8.54049886915888|-2);CALIBMAP[IOS];42922.33301;47.3781141589,8.54049886916;-2
252;42875;29478;Kontakt-SBB 42875.29478;(47.3779195833333|8.54011541666667|-2);CALIBMAP[IOS];42875.29478;47.3779195833,8.54011541667;-2
253;42865;42762;Kontakt-SBB 42865.42762;(47.3780716915888|8.54047501869159|-2);CALIBMAP[IOS];42865.42762;47.3780716916,8.54047501869;-2
254;42775;44155;Kontakt-SBB 42775.44155;(47.3779039166667|8.54014708333333|-2);CALIBMAP[IOS];42775.44155;47.3779039167,8.54014708333;-2
255;42718;55166;Kontakt-SBB 42718.55166;(47.3784336470588|8.54052710294118|-2);CALIBMAP[IOS];42718.55166;47.3784336471,8.54052710294;-2
257;42627;40932;Kontakt-SBB 42627.40932;(47.3779732|8.5401398|-2);CALIBMAP[IOS];42627.40932;47.3779732,8.5401398;-2
261;42008;43247;Kontakt-SBB 42008.43247;(47.378006|8.54002366666667|-2);CALIBMAP[IOS];42008.43247;47.378006,8.54002366667;-2
262;41775;11581;Kontakt-SBB 41775.11581;(47.3777935|8.54016691666667|-2);CALIBMAP[IOS];41775.11581;47.3777935,8.54016691667;-2
263;41750;64242;Kontakt-SBB 41750.64242;(47.377583317757|8.54020073831776|-2);CALIBMAP[IOS];41750.64242;47.3775833178,8.54020073832;-2
266;41466;28396;Kontakt-SBB 41466.28396;(47.3779105|8.53972241666667|-2);CALIBMAP[IOS];41466.28396;47.3779105,8.53972241667;-2
269;41319;60889;Kontakt-SBB 41319.60889;(47.378731787234|8.53599293617021|-2);CALIBMAP[IOS];41319.60889;47.3787317872,8.53599293617;-2
272;41288;57789;Kontakt-SBB 41288.57789;(47.3781884766355|8.54054060747663|-2);CALIBMAP[IOS];41288.57789;47.3781884766,8.54054060748;-2
273;41156;27379;Kontakt-SBB 41156.27379;(47.3779027|8.53975205|-2);CALIBMAP[IOS];41156.27379;47.3779027,8.53975205;-2
274;41148;50578;Kontakt-SBB 41148.50578;(47.3779348095238|8.53981552380952|-2);CALIBMAP[IOS];41148.50578;47.3779348095,8.53981552381;-2
276;41105;61029;Kontakt-SBB 41105.61029;(47.3779022857143|8.53905606122449|-2);CALIBMAP[IOS];41105.61029;47.3779022857,8.53905606122;-2
277;40942;7467;Kontakt-SBB 40942.7467;(47.377709|8.539251|-2);CALIBMAP[IOS];40942.7467;47.377709,8.539251;-2
279;40828;22673;Kontakt-SBB 40828.22673;(47.377965|8.54016883333333|-2);CALIBMAP[IOS];40828.22673;47.377965,8.54016883333;-2
280;40678;15534;Kontakt-SBB 40678.15534;(47.3778487383178|8.54034980373832|-2);CALIBMAP[IOS];40678.15534;47.3778487383,8.54034980374;-2
281;40655;43023;Kontakt-SBB 40655.43023;(47.3779978|8.5400527|-2);CALIBMAP[IOS];40655.43023;47.3779978,8.5400527;-2
282;40590;33579;Kontakt-SBB 40590.33579;(47.3778598|8.53991503333333|-2);CALIBMAP[IOS];40590.33579;47.3778598,8.53991503333;-2
283;40529;104;Kontakt-SBB 40529.104;(47.3779404|8.54025593333333|-2);CALIBMAP[IOS];40529.104;47.3779404,8.54025593333;-2
284;40480;132;Kontakt-SBB 40480.132;(47.3778013|8.54013728333333|-2);CALIBMAP[IOS];40480.132;47.3778013,8.54013728333;-2
285;40195;39621;Kontakt-SBB 40195.39621;(47.378129|8.53958816666667|-2);CALIBMAP[IOS];40195.39621;47.378129,8.53958816667;-2
286;40134;63285;Kontakt-SBB 40134.63285;(47.3779348095238|8.53981552380952|-2);CALIBMAP[IOS];40134.63285;47.3779348095,8.53981552381;-2
287;40019;15137;Kontakt-SBB 40019.15137;(47.3778223555556|8.53886268888889|-2);CALIBMAP[IOS];40019.15137;47.3778223556,8.53886268889;-2
288;40018;27654;Kontakt-SBB 40018.27654;(47.3791174615384|8.53657253846154|-2);CALIBMAP[IOS];40018.27654;47.3791174615,8.53657253846;-2
289;39946;20774;Kontakt-SBB 39946.20774;(47.3780716915888|8.54047501869159|-2);CALIBMAP[IOS];39946.20774;47.3780716916,8.54047501869;-2
290;39866;22433;Kontakt-SBB 39866.22433;(47.3779691|8.54015431666667|-2);CALIBMAP[IOS];39866.22433;47.3779691,8.54015431667;-2
291;39708;58552;Kontakt-SBB 39708.58552;(47.3778052|8.54012246666667|-2);CALIBMAP[IOS];39708.58552;47.3778052,8.54012246667;-2
293;39689;45855;Kontakt-SBB 39689.45855;(47.3779144|8.5397076|-2);CALIBMAP[IOS];39689.45855;47.3779144,8.5397076;-2
294;39645;61083;Kontakt-SBB 39645.61083;(47.3784123235294|8.54060655147059|-2);CALIBMAP[IOS];39645.61083;47.3784123235,8.54060655147;-2
295;39303;7992;Kontakt-SBB 39303.7992;(47.3776470186916|8.54023651401869|-2);CALIBMAP[IOS];39303.7992;47.3776470187,8.54023651402;-2
296;39266;44255;Kontakt-SBB 39266.44255;(47.377965|8.54016883333333|-2);CALIBMAP[IOS];39266.44255;47.377965,8.54016883333;-2
297;39224;28175;Kontakt-SBB 39224.28175;(47.3777956542056|8.5403199906542|-2);CALIBMAP[IOS];39224.28175;47.3777956542,8.54031999065;-2
298;39216;8522;Kontakt-SBB 39216.8522;(47.3778478|8.5387798|-2);CALIBMAP[IOS];39216.8522;47.3778478,8.5387798;-2
300;39154;8591;Kontakt-SBB 39154.8591;(47.3782993960396|8.53817151485149|-2);CALIBMAP[IOS];39154.8591;47.378299396,8.53817151485;-2
302;38951;9185;Kontakt-SBB 38951.9185;(47.3780775510204|8.53835142857143|-2);CALIBMAP[IOS];38951.9185;47.378077551,8.53835142857;-2
303;38782;21451;Kontakt-SBB 38782.21451;(47.378548980198|8.53831657425743|-2);CALIBMAP[IOS];38782.21451;47.3785489802,8.53831657426;-2
304;38672;14709;Kontakt-SBB 38672.14709;(47.3778337058823|8.53908605882353|-2);CALIBMAP[IOS];38672.14709;47.3778337059,8.53908605882;-2
305;38485;33854;Kontakt-SBB 38485.33854;(47.3788202673267|8.53847424752475|-2);CALIBMAP[IOS];38485.33854;47.3788202673,8.53847424752;-2
306;38479;32836;Kontakt-SBB 38479.32836;(47.3780603265306|8.53841314285714|-2);CALIBMAP[IOS];38479.32836;47.3780603265,8.53841314286;-2
308;38289;59491;Kontakt-SBB 38289.59491;(47.3778483529412|8.53909552941176|-2);CALIBMAP[IOS];38289.59491;47.3778483529,8.53909552941;-2
309;38237;55568;Kontakt-SBB 38237.55568;(47.3780560204082|8.53842857142857|-2);CALIBMAP[IOS];38237.55568;47.3780560204,8.53842857143;-2
310;38237;62718;Kontakt-SBB 38237.62718;(47.3777788571429|8.53897818367347|-2);CALIBMAP[IOS];38237.62718;47.3777788571,8.53897818367;-2
311;38236;62717;Kontakt-SBB 38236.62717;(47.3776854285714|8.53923971428571|-2);CALIBMAP[IOS];38236.62717;47.3776854286,8.53923971429;-2
312;38233;62714;Kontakt-SBB 38233.62714;(47.3778325333333|8.53882953333333|-2);CALIBMAP[IOS];38233.62714;47.3778325333,8.53882953333;-2
313;38232;62713;Kontakt-SBB 38232.62713;(47.3779702941176|8.53897764705882|-2);CALIBMAP[IOS];38232.62713;47.3779702941,8.53897764706;-2
314;38230;62711;Kontakt-SBB 38230.62711;(47.3781697058824|8.53831235294118|-2);CALIBMAP[IOS];38230.62711;47.3781697059,8.53831235294;-2
315;38229;62710;Kontakt-SBB 38229.62710;(47.3777788571429|8.53897818367347|-2);CALIBMAP[IOS];38229.6271;47.3777788571,8.53897818367;-2
316;38228;62709;Kontakt-SBB 38228.62709;(47.3778556764706|8.53910026470588|-2);CALIBMAP[IOS];38228.62709;47.3778556765,8.53910026471;-2
318;38226;62707;Kontakt-SBB 38226.62707;(47.378094372549|8.53856368627451|-2);CALIBMAP[IOS];38226.62707;47.3780943725,8.53856368627;-2
319;38224;62705;Kontakt-SBB 38224.62705;(47.3780886138614|8.53815507920792|-2);CALIBMAP[IOS];38224.62705;47.3780886139,8.53815507921;-2
320;38223;62704;Kontakt-SBB 38223.62704;(47.37770225|8.539083|-2);CALIBMAP[IOS];38223.62704;47.37770225,8.539083;-2
321;38222;62703;Kontakt-SBB 38222.62703;(47.3780043469388|8.53861371428571|-2);CALIBMAP[IOS];38222.62703;47.3780043469,8.53861371429;-2
322;38220;62701;Kontakt-SBB 38220.62701;(47.3779571428571|8.53909067346939|-2);CALIBMAP[IOS];38220.62701;47.3779571429,8.53909067347;-2
323;38219;62700;Kontakt-SBB 38219.62700;(47.3779968823529|8.53888894117647|-2);CALIBMAP[IOS];38219.627;47.3779968824,8.53888894118;-2
332;38204;62685;Kontakt-SBB 38204.62685;(47.3784640681818|8.54059608333333|-2);CALIBMAP[IOS];38204.62685;47.3784640682,8.54059608333;-2
334;38199;62680;Kontakt-SBB 38199.62680;(47.3786025327103|8.54077314953271|-2);CALIBMAP[IOS];38199.6268;47.3786025327,8.54077314953;-2
335;38194;62675;Kontakt-SBB 38194.62675;(47.3786561764706|8.54092582352941|-2);CALIBMAP[IOS];38194.62675;47.3786561765,8.54092582353;-2
337;38191;62672;Kontakt-SBB 38191.62672;(47.3782415607477|8.54057042056075|-2);CALIBMAP[IOS];38191.62672;47.3782415607,8.54057042056;-2
340;38188;62669;Kontakt-SBB 38188.62669;(47.378645|8.540797|-2);CALIBMAP[IOS];38188.62669;47.378645,8.540797;-2
345;38173;62654;Kontakt-SBB 38173.62654;(47.3782753636364|8.54104718181818|-2);CALIBMAP[IOS];38173.62654;47.3782753636,8.54104718182;-2
347;38170;62651;Kontakt-SBB 38170.62651;(47.3779425961539|8.53818884615385|-2);CALIBMAP[IOS];38170.62651;47.3779425962,8.53818884615;-2
348;38168;62649;Kontakt-SBB 38168.62649;(47.3786140891089|8.53835441584159|-2);CALIBMAP[IOS];38168.62649;47.3786140891,8.53835441584;-2
349;38167;62648;Kontakt-SBB 38167.62648;(47.378911|8.539122|-2);CALIBMAP[IOS];38167.62648;47.378911,8.539122;-2
350;38164;62645;Kontakt-SBB 38164.62645;(47.3783753564356|8.53821566336634|-2);CALIBMAP[IOS];38164.62645;47.3783753564,8.53821566337;-2
351;38162;62643;Kontakt-SBB 38162.62643;(47.3788202673267|8.53847424752475|-2);CALIBMAP[IOS];38162.62643;47.3788202673,8.53847424752;-2
352;38161;62642;Kontakt-SBB 38161.62642;(47.3784701485149|8.53837027722772|-2);CALIBMAP[IOS];38161.62642;47.3784701485,8.53837027723;-2
353;38160;62641;Kontakt-SBB 38160.62641;(47.3789497920792|8.53864081188119|-2);CALIBMAP[IOS];38160.62641;47.3789497921,8.53864081188;-2
354;38159;62640;Kontakt-SBB 38159.62640;(47.3789709318182|8.53865891666667|-2);CALIBMAP[IOS];38159.6264;47.3789709318,8.53865891667;-2
355;38158;62639;Kontakt-SBB 38158.62639;(47.3790144736842|8.538763|-2);CALIBMAP[IOS];38158.62639;47.3790144737,8.538763;-2
356;38157;62638;Kontakt-SBB 38157.62638;(47.3788298811881|8.53857317821782|-2);CALIBMAP[IOS];38157.62638;47.3788298812,8.53857317822;-2
357;38154;62635;Kontakt-SBB 38154.62635;(47.3790264455445|8.53859407920792|-2);CALIBMAP[IOS];38154.62635;47.3790264455,8.53859407921;-2
358;38152;62633;Kontakt-SBB 38152.62633;(47.3788888421053|8.538697|-2);CALIBMAP[IOS];38152.62633;47.3788888421,8.538697;-2
359;38150;62631;Kontakt-SBB 38150.62631;(47.3790372970297|8.53860038613862|-2);CALIBMAP[IOS];38150.62631;47.379037297,8.53860038614;-2
360;38148;62629;Kontakt-SBB 38148.62629;(47.3785815346535|8.53833549504951|-2);CALIBMAP[IOS];38148.62629;47.3785815347,8.53833549505;-2
361;38144;62625;Kontakt-SBB 38144.62625;(47.3790042970297|8.53867155445545|-2);CALIBMAP[IOS];38144.62625;47.379004297,8.53867155446;-2
362;38143;62624;Kontakt-SBB 38143.62624;(47.3784838712871|8.53827873267327|-2);CALIBMAP[IOS];38143.62624;47.3784838713,8.53827873267;-2
363;38142;62623;Kontakt-SBB 38142.62623;(47.3781867227723|8.53821041584158|-2);CALIBMAP[IOS];38142.62623;47.3781867228,8.53821041584;-2
364;38140;62621;Kontakt-SBB 38140.62621;(47.3784838712871|8.53827873267327|-2);CALIBMAP[IOS];38140.62621;47.3784838713,8.53827873267;-2
365;38137;62618;Kontakt-SBB 38137.62618;(47.3779880196078|8.53891850980392|-2);CALIBMAP[IOS];38137.62618;47.3779880196,8.5389185098;-2
366;38135;62616;Kontakt-SBB 38135.62616;(47.3781209607843|8.53847498039216|-2);CALIBMAP[IOS];38135.62616;47.3781209608,8.53847498039;-2
367;38133;62614;Kontakt-SBB 38133.62614;(47.3789240882353|8.53869978676471|-2);CALIBMAP[IOS];38133.62614;47.3789240882,8.53869978676;-2
368;38131;62612;Kontakt-SBB 38131.62612;(47.377855|8.53896|-2);CALIBMAP[IOS];38131.62612;47.377855,8.53896;-2
371;38125;62606;Kontakt-SBB 38125.62606;(47.3787321764706|8.53941482352941|-2);CALIBMAP[IOS];38125.62606;47.3787321765,8.53941482353;-2
