calculation_method;calc_trigger_time;route_start_time;route_end_time;device_fingerprint;geopos;Geoposition;position_timestamp;position_floor_estimation;position_signals_floors;position_signal_1_beacon;position_signal_1_timestamp;position_signal_2_beacon;position_signal_2_beacon;position_signal_3_beacon;position_signal_3_timestamp
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37774697447353|8.540156195610477|-2);47.37774697447353,8.540156195610477;Wed Apr 13 19:12:29 CEST 2022;-2;-2,-2,-2,;283;2022-04-13 19:12:29.002;290;2022-04-13 19:12:29.002;280;2022-04-13 19:12:29.002
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37804935422171|8.540342371302481|-2);47.37804935422171,8.540342371302481;Wed Apr 13 19:12:29 CEST 2022;-2;-2,-2,-2,;248;2022-04-13 19:12:29.002;290;2022-04-13 19:12:29.002;280;2022-04-13 19:12:29.002
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37823374894745|8.540245128353316|-2);47.37823374894745,8.540245128353316;Wed Apr 13 19:12:29 CEST 2022;-2;-2,-2,-2,;257;2022-04-13 19:12:29.712;251;2022-04-13 19:12:29.712;253;2022-04-13 19:12:29.712
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37832599184524|8.540208916785039|-2);47.37832599184524,8.540208916785039;Wed Apr 13 19:12:29 CEST 2022;-2;-2,-2,-2,;272;2022-04-13 19:12:29.712;257;2022-04-13 19:12:29.712;251;2022-04-13 19:12:29.712
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37842650802946|8.540145505889106|-2);47.37842650802946,8.540145505889106;Wed Apr 13 19:12:31 CEST 2022;-2;-2,-2,-2,;279;2022-04-13 19:12:31.747;294;2022-04-13 19:12:31.747;272;2022-04-13 19:12:31.747
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37841924750512|8.540030301864492|-2);47.37841924750512,8.540030301864492;Wed Apr 13 19:12:32 CEST 2022;-2;-2,-2,-2,;250;2022-04-13 19:12:32.771;272;2022-04-13 19:12:32.771;249;2022-04-13 19:12:32.771
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37837042365146|8.540136332070558|-2);47.37837042365146,8.540136332070558;Wed Apr 13 19:12:33 CEST 2022;-2;-2,-2,-2,;337;2022-04-13 19:12:33.289;252;2022-04-13 19:12:33.289;253;2022-04-13 19:12:33.289
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37799741106594|8.541174060610942|-2);47.37799741106594,8.541174060610942;Wed Apr 13 19:12:34 CEST 2022;-2;-2,-2,-2,;335;2022-04-13 19:12:34.832;289;2022-04-13 19:12:34.832;294;2022-04-13 19:12:34.832
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.379149756226624|8.539680003124763|-2);47.379149756226624,8.539680003124763;Wed Apr 13 19:12:34 CEST 2022;-2;-2,-2,-2,;283;2022-04-13 19:12:34.832;335;2022-04-13 19:12:34.832;289;2022-04-13 19:12:34.832
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37813566892769|8.54027604689402|-2);47.37813566892769,8.54027604689402;Wed Apr 13 19:12:36 CEST 2022;-2;-2,-2,-2,;257;2022-04-13 19:12:36.382;250;2022-04-13 19:12:36.382;289;2022-04-13 19:12:36.382
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.3782601520532|8.540311205159824|-2);47.3782601520532,8.540311205159824;Wed Apr 13 19:12:36 CEST 2022;-2;-2,-2,-2,;294;2022-04-13 19:12:36.382;257;2022-04-13 19:12:36.382;250;2022-04-13 19:12:36.382
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37817989942013|8.540288539088474|-2);47.37817989942013,8.540288539088474;Wed Apr 13 19:12:36 CEST 2022;-2;-2,-2,-2,;272;2022-04-13 19:12:36.382;257;2022-04-13 19:12:36.382;250;2022-04-13 19:12:36.382
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37824677696327|8.540528752669166|-2);47.37824677696327,8.540528752669166;Wed Apr 13 19:12:37 CEST 2022;-2;-2,-2,-2,;255;2022-04-13 19:12:37.416;289;2022-04-13 19:12:37.416;294;2022-04-13 19:12:37.416
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37844077569609|8.540026597700503|-2);47.37844077569609,8.540026597700503;Wed Apr 13 19:12:37 CEST 2022;-2;-2,-2,-2,;250;2022-04-13 19:12:37.935;289;2022-04-13 19:12:37.935;294;2022-04-13 19:12:37.935
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.378403630269275|8.540056983437415|-2);47.378403630269275,8.540056983437415;Wed Apr 13 19:12:37 CEST 2022;-2;-2,-2,-2,;249;2022-04-13 19:12:37.935;250;2022-04-13 19:12:37.935;289;2022-04-13 19:12:37.935
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.378303797817|8.540139293416658|-2);47.378303797817,8.540139293416658;Wed Apr 13 19:12:41 CEST 2022;-2;-2,-2,-2,;250;2022-04-13 19:12:41.037;255;2022-04-13 19:12:41.037;253;2022-04-13 19:12:41.037
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37814679044802|8.540488009505141|-2);47.37814679044802,8.540488009505141;Wed Apr 13 19:12:41 CEST 2022;-2;-2,-2,-2,;249;2022-04-13 19:12:41.037;250;2022-04-13 19:12:41.037;255;2022-04-13 19:12:41.037
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.378342801657716|8.540129137845872|-2);47.378342801657716,8.540129137845872;Wed Apr 13 19:12:45 CEST 2022;-2;-2,-2,-2,;254;2022-04-13 19:12:45.668;289;2022-04-13 19:12:45.668;272;2022-04-13 19:12:45.668
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37838742425499|8.540106308493787|-2);47.37838742425499,8.540106308493787;Wed Apr 13 19:12:45 CEST 2022;-2;-2,-2,-2,;249;2022-04-13 19:12:45.668;254;2022-04-13 19:12:45.668;289;2022-04-13 19:12:45.668
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.378763168215706|8.539914074251541|-2);47.378763168215706,8.539914074251541;Wed Apr 13 19:12:45 CEST 2022;-2;-2,-2,-2,;340;2022-04-13 19:12:45.668;254;2022-04-13 19:12:45.668;289;2022-04-13 19:12:45.668
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.377451483017445|8.541336462094906|-2);47.377451483017445,8.541336462094906;Wed Apr 13 19:12:46 CEST 2022;-2;-2,-2,-2,;254;2022-04-13 19:12:46.701;335;2022-04-13 19:12:46.701;255;2022-04-13 19:12:46.701
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37869612284025|8.540641911952616|-2);47.37869612284025,8.540641911952616;Wed Apr 13 19:12:47 CEST 2022;-2;-2,-2,-2,;335;2022-04-13 19:12:47.733;255;2022-04-13 19:12:47.733;294;2022-04-13 19:12:47.733
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37745160302406|8.541336510348192|-2);47.37745160302406,8.541336510348192;Wed Apr 13 19:12:48 CEST 2022;-2;-2,-2,-2,;254;2022-04-13 19:12:48.247;335;2022-04-13 19:12:48.247;255;2022-04-13 19:12:48.247
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.378905533134514|8.540281140223621|-2);47.378905533134514,8.540281140223621;Wed Apr 13 19:12:59 CEST 2022;-2;-2,-2,-2,;334;2022-04-13 19:12:59.509;146;2022-04-13 19:12:59.509;340;2022-04-13 19:12:59.509
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.37794573817841|8.540118207039981|-2);47.37794573817841,8.540118207039981;Wed Apr 13 19:13:39 CEST 2022;-2;-2,-2,-2,;146;2022-04-13 19:13:39.834;144;2022-04-13 19:13:39.834;137;2022-04-13 19:13:39.834
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.378982985993744|8.539828445201463|-2);47.378982985993744,8.539828445201463;Wed Apr 13 19:13:39 CEST 2022;-2;-2,-2,-2,;136;2022-04-13 19:13:39.834;146;2022-04-13 19:13:39.834;144;2022-04-13 19:13:39.834
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.38331334632443|8.540618513909015|-2);47.38331334632443,8.540618513909015;Wed Apr 13 19:14:08 CEST 2022;-2;-2,-2,-2,;129;2022-04-13 19:14:08.422;144;2022-04-13 19:14:08.422;135;2022-04-13 19:14:08.422
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.41261668924361|8.548891413322783|-2);47.41261668924361,8.548891413322783;Wed Apr 13 19:14:17 CEST 2022;-2;-2,-2,-2,;381;2022-04-13 19:14:17.069;137;2022-04-13 19:14:17.069;135;2022-04-13 19:14:17.069
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.3788145637347|8.538266958575875|-2);47.3788145637347,8.538266958575875;Wed Apr 13 19:14:29 CEST 2022;-2;-2,-2,-2,;243;2022-04-13 19:14:29.772;242;2022-04-13 19:14:29.772;221;2022-04-13 19:14:29.772
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.377473811213534|8.540323518427817|-2);47.377473811213534,8.540323518427817;Wed Apr 13 19:14:37 CEST 2022;-2;-2,-2,-2,;243;2022-04-13 19:14:37.942;222;2022-04-13 19:14:37.942;221;2022-04-13 19:14:37.942
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.374696643690164|8.545481568653273|-2);47.374696643690164,8.545481568653273;Wed Apr 13 19:14:41 CEST 2022;-2;-2,-2,-2,;228;2022-04-13 19:14:41.531;234;2022-04-13 19:14:41.531;243;2022-04-13 19:14:41.531
TRILATERATION_NO_SMOOTHING_LIBRARY_DISTANCE;Fri Apr 15 14:28:07 CEST 2022;Wed Apr 13 19:11:30 CEST 2022;Wed Apr 13 19:19:02 CEST 2022;OnePlus/Nord_EEA/Nord:11/RP1A.201005.001/2203101723:user/release-keys;(47.378017703006044|8.539276473016121|-2);47.378017703006044,8.539276473016121;Wed Apr 13 19:14:42 CEST 2022;-2;-2,-2,-2,;228;2022-04-13 19:14:42.563;234;2022-04-13 19:14:42.563;245;2022-04-13 19:14:42.563
